"","rowid","pl_hostname","pl_letter","pl_discmethod","pl_pnum","pl_orbper","pl_orbsmax","pl_orbeccen","pl_orbincl","pl_ttvflag","pl_kepflag","pl_k2flag","ra_str","ra","dec_str","dec","st_dist","st_teff","st_mass","st_rad","rowupdate","pl_name","pl_rvamp","pl_eqt","pl_insol","pl_bmassprov","pl_bmassj","pl_bmasse","pl_dens","pl_radj","pl_rade","pl_rads","pl_def_reflink","pl_disc","pl_disc_reflink","pl_locale","pl_facility","pl_telescope","pl_instrument","st_rah","st_glon","st_glat","st_elon","st_elat","st_plx","st_radv","st_sp","st_spstr","st_age"
"616",616,"HD 70573","b","Radial Velocity",1,851.8,1.76,0.4,NA,0,0,0,"08h22m49.95s",125.708135,"+01d51m33.6s",1.859323,45.7,5737,1,NA,"15/3/26","HD 70573 b",148.5,NA,NA,"Msini",6.1,1900,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...660L.145S  target=ref> Setiawan et al. 2007 </a>",2007,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...660L.145S  target=ref> Setiawan et al. 2007 </a>","Ground","La Silla Observatory","2.2 m MPG/ESO Telescope","FEROS Spectrograph",8.38054236,222.065941,21.112152,127.599434,-17.041062,NA,NA,4.12,"G1-1.5 V",0.102
"617",617,"HD 70642","b","Radial Velocity",1,2068,3.23,0.034,NA,0,0,0,"08h21m28.14s",125.367233,"-39d42m19.5s",-39.70541,28.76,5706,1.05,NA,"15/3/26","HD 70642 b",30.4,NA,NA,"Msini",1.97,626,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...593L..43C target=ref> Carter et al. 2003 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",8.35781555,257.612364,-1.672688,144.173307,-56.686289,34.77,48.8,4.5,"G5",NA
"618",618,"HD 7199","b","Radial Velocity",1,615,1.36,0.19,NA,0,0,0,"01h10m47.22s",17.696762,"-66d11m17.4s",-66.188164,35.88,5386,0.89,0.96,"14/5/14","HD 7199 b",NA,NA,NA,"Msini",0.29,92.1668,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...535A..55D target=ref> Dumusque et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...535A..55D target=ref> Dumusque et al. 2011 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",1.17978414,299.842421,-50.823757,326.839338,-62.647988,27.87,4.8,5,"K0 IV/V",6.79
"619",619,"HD 72659","b","Radial Velocity",1,3658,4.74,0.22,NA,0,0,0,"08h34m03.19s",128.51329,"-01d34m05.6s",-1.568217,51.4,5926,1.06,1.36,"16/3/10","HD 72659 b",41,NA,NA,"Msini",3.15,1001.1645,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...527A..63M target=ref> Moutou et al. 2011 </a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...582..455B target=ref> Butler et al. 2003 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",8.56755269,226.753797,21.881152,131.372001,-19.647867,NA,-18.15,4.2,"G2 V",6.5
"620",620,"HD 72892","b","Radial Velocity",1,39.475,0.228,0.423,NA,0,0,0,"08h34m52.60s",128.719147,"-14d27m24.1s",-14.456694,72.78,5688,1.02,1.22,"16/11/10","HD 72892 b",318.4,NA,NA,"Msini",5.45,1732.1735,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",8.58127645,238.386357,15.192258,135.564976,-31.976751,13.74,NA,4.5,"G5 V",8
"621",621,"HD 73256","b","Radial Velocity",1,2.54858,0.037,0.029,NA,0,0,0,"08h36m23.02s",129.095901,"-30d02m15.5s",-30.037626,36.52,5570,1.05,0.89,"15/3/26","HD 73256 b",269,NA,NA,"Msini",1.87,594,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003A&A...407..679U target=ref> Udry et al. 2003 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003A&A...407..679U target=ref> Udry et al. 2003 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",8.60639343,251.537675,6.450922,142.605777,-46.594881,27.38,29.73,4.9,"G8/K0",0.83
"622",622,"HD 73267","b","Radial Velocity",1,1260,2.198,0.256,NA,0,0,0,"08h36m17.78s",129.074066,"-34d27m35.9s",-34.45998,54.91,5317,0.89,1.04,"15/3/26","HD 73267 b",64.29,NA,NA,"Msini",3.06,973,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",8.60493774,255.086315,3.792466,145.126039,-50.692508,18.21,51.91,4.5,"G5 V",7.4
"623",623,"HD 73526","b","Radial Velocity",2,188.9,0.65,0.29,NA,0,0,0,"08h37m16.48s",129.31868,"-41d19m08.8s",-41.319103,94.61,NA,1.01,NA,"14/5/14","HD 73526 b",82.7,NA,NA,"Msini",2.25,715.09,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2014ApJ...780..140W target=ref>  Wittenmyer et al. 2014 </a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...587..423T target=ref> Tinney et al. 2003 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",8.62124532,260.681157,-0.185726,150.389714,-56.81327,10.57,26.1,4.6,"G6 V",NA
"624",624,"HD 73526","c","Radial Velocity",2,379.1,1.03,0.28,NA,0,0,0,"08h37m16.48s",129.31868,"-41d19m08.8s",-41.319103,94.61,NA,1.01,NA,"14/5/14","HD 73526 c",65.1,NA,NA,"Msini",2.25,715.09,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2014ApJ...780..140W target=ref>  Wittenmyer et al. 2014 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...647..594T target=ref> Tinney et al. 2006 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",8.62124532,260.681157,-0.185726,150.389714,-56.81327,10.57,26.1,4.6,"G6 V",NA
"625",625,"HD 73534","b","Radial Velocity",1,1770,3.067,0.074,NA,0,0,1,"08h39m15.80s",129.815842,"+12d57m37.4s",12.960376,81,5041,1.23,2.39,"15/3/26","HD 73534 b",16.2,NA,NA,"Msini",1.103,350,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...702..989V target=ref> Valenti et al. 2009 </a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...702..989V target=ref> Valenti et al. 2009 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",8.65438944,213.052894,29.698263,128.804629,-5.277616,NA,NA,4.5,"G5 IV",NA
"626",626,"HD 74156","b","Radial Velocity",2,51.645,0.292,0.627,NA,0,0,0,"08h42m25.12s",130.604675,"+04d34m41.2s",4.578097,64.6,6068,1.24,NA,"14/5/14","HD 74156 b",109.6,NA,NA,"Msini",1.8,572.07,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...414..351N target=ref> Naef et al. 2004 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","ELODIE Spectrograph",8.70697835,221.985014,26.705201,131.78046,-13.167856,NA,3.7,4,"G0",NA
"627",627,"HD 74156","c","Radial Velocity",2,2473,3.85,0.432,NA,0,0,0,"08h42m25.12s",130.604675,"+04d34m41.2s",4.578097,64.6,6068,1.24,NA,"14/5/14","HD 74156 c",116.5,NA,NA,"Msini",8.06,2561.6,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...414..351N target=ref> Naef et al. 2004 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","ELODIE Spectrograph",8.70697835,221.985014,26.705201,131.78046,-13.167856,NA,3.7,4,"G0",NA
"628",628,"HD 7449","b","Radial Velocity",1,1275,2.3,0.82,NA,0,0,0,"01h14m29.32s",18.622173,"-05d02m50.6s",-5.047387,38.52,6024,1.05,1.01,"14/5/14","HD 7449 b",NA,NA,NA,"Msini",1.11,352.776,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...535A..55D target=ref> Dumusque et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...535A..55D target=ref> Dumusque et al. 2011 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",1.24147822,137.918787,-67.246005,15.221056,-11.961114,25.96,-20,4,"G0 V",2.1
"629",629,"HD 75289","b","Radial Velocity",1,3.509267,0.0482,0.034,NA,0,0,0,"08h47m40.39s",131.918289,"-41d44m12.5s",-41.736794,28.94,6095,1.21,NA,"15/4/16","HD 75289 b",54.9,NA,NA,"Msini",0.467,148.42661,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>",1999,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2000A&A...356..590U target=ref> Udry et al. 2000 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",8.79455261,262.209386,1.089574,153.862131,-56.268004,34.55,8.9,4,"G0",NA
"630",630,"HD 75784","b","Radial Velocity",1,341.7,1.073,0.13,NA,0,0,0,"08h52m23.94s",133.099747,"+13d14m00.4s",13.233433,68.7,4917,1.41,3.3,"14/12/3","HD 75784 b",26.7,NA,NA,"Msini",1.15,365.49,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...799...89G target=ref>Giguere et al. 2015</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...799...89G target=ref>Giguere et al. 2015</a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",8.87331645,214.28156,32.731591,131.827592,-4.169167,NA,NA,5.3,"K3 IV",4
"631",631,"HD 75898","b","Radial Velocity",1,418.2,1.19,0.1,NA,0,0,0,"08h53m50.80s",133.461685,"+33d03m24.5s",33.056812,80.58,6021,1.28,1.6,"15/4/16","HD 75898 b",58.2,NA,NA,"Msini",2.51,797.7533,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...670.1391R target=ref> Robinson et al. 2007 </a>",2007,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...670.1391R target=ref> Robinson et al. 2007 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",8.89744568,190.969977,38.936477,126.641378,14.979535,12.41,21.3,4,"G0 V",3.8
"632",632,"HD 76700","b","Radial Velocity",1,3.971,0.049,0,NA,0,0,0,"08h53m55.51s",133.481308,"-66d48m03.6s",-66.800995,59.7,NA,1,NA,"15/4/24","HD 76700 b",25,NA,NA,"Msini",0.197,62.61251,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...587..423T target=ref> Tinney et al. 2003 </a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...587..423T target=ref> Tinney et al. 2003 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",8.89875387,282.49079,-13.917959,200.873653,-73.135595,16.75,37.7,4.6,"G6 V",11
"633",633,"HD 77338","b","Radial Velocity",1,5.7361,0.0614,0.09,NA,0,0,0,"09h01m12.50s",135.302063,"-25d31m37.4s",-25.527061,41.27,5370,0.93,0.88,"14/5/14","HD 77338 b",NA,NA,NA,"Mass",0.05,15.9,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013ApJ...766...67J target=ref> Jenkins et al. 2013 </a>",2012,"<a href=http://adsabs.harvard.edu/abs/2013ApJ...766...67J target=ref> Jenkins et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",9.02013753,251.362927,13.552255,147.355602,-40.379654,24.23,NA,5,"K0 IV",NA
"634",634,"HD 7924","b","Radial Velocity",3,5.39792,0.05664,0.058,NA,0,0,0,"01h21m59.12s",20.496313,"+76d42m37.0s",76.710281,16.82,5075,0.83,0.78,"15/5/14","HD 7924 b",3.59,826,113.7,"Msini",0.02731,8.68,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...805..175F target=ref>Fulton et al. 2015</a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...696...75H target=ref> Howard et al. 2009 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",1.36642087,124.735699,13.945745,64.962485,59.417211,NA,-23.4,5.05,"K0.5 V",NA
"635",635,"HD 7924","c","Radial Velocity",3,15.299,0.1134,0.098,NA,0,0,0,"01h21m59.12s",20.496313,"+76d42m37.0s",76.710281,16.82,5075,0.83,0.78,"15/5/14","HD 7924 c",2.31,584,28.35,"Msini",0.02473,7.86,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...805..175F target=ref>Fulton et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...805..175F target=ref>Fulton et al. 2015</a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",1.36642087,124.735699,13.945745,64.962485,59.417211,NA,-23.4,5.05,"K0.5 V",NA
"636",636,"HD 7924","d","Radial Velocity",3,24.451,0.1551,0.21,NA,0,0,0,"01h21m59.12s",20.496313,"+76d42m37.0s",76.710281,16.82,5075,0.83,0.78,"15/5/14","HD 7924 d",1.65,499,15.17,"Msini",0.02026,6.44,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...805..175F target=ref>Fulton et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...805..175F target=ref>Fulton et al. 2015</a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",1.36642087,124.735699,13.945745,64.962485,59.417211,NA,-23.4,5.05,"K0.5 V",NA
"637",637,"HD 79498","b","Radial Velocity",1,1966.1,3.13,0.59,NA,0,0,0,"09h15m09.40s",138.789169,"+23d22m32.0s",23.375549,48.64,NA,NA,NA,"14/5/14","HD 79498 b",NA,NA,NA,"Msini",1.34,425.9,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...39R target=ref> Robertson et al. 2012 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...39R target=ref> Robertson et al. 2012 </a>","Ground","McDonald Observatory","2.7 m Harlan J. Smith Telescope","Tull Coude Spectrograph",9.25261129,204.702265,41.321994,134.096502,7.091717,20.56,19.5,4.5,"G5",NA
"638",638,"HD 80606","b","Radial Velocity",1,111.4357,0.449,0.9332,89.32,0,0,0,"09h22m37.57s",140.65654,"+50d36m13.4s",50.603722,29.04,5645,0.97,0.98,"14/5/14","HD 80606 b",474,NA,NA,"Mass",3.94,1252.2,NA,0.98,10.98,0.101,"<a href=http://adsabs.harvard.edu/abs/2009A%26A...502..695P target=ref> Pont et al. 2009 </a>",2001,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001A&A...375L..27N target=ref> Naef et al. 2001 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",9.37710266,167.429268,44.311295,125.960572,33.29533,17.13,3.91,4.5,"G5",NA
"639",639,"HD 81040","b","Radial Velocity",1,1001.7,1.94,0.526,NA,0,0,0,"09h23m47.09s",140.946198,"+20d21m52.0s",20.364454,32.56,5700,0.96,0.86,"15/4/16","HD 81040 b",168,NA,NA,"Msini",6.86,2180.3138,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...449..417S target=ref> Sozzetti et al. 2006 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...449..417S target=ref> Sozzetti et al. 2006 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",9.39641317,209.363802,42.326765,136.938431,4.836912,30.71,49.25,4.25,"G2/G3",0.73
"640",640,"HD 81688","b","Radial Velocity",1,184.02,0.81,0,NA,0,0,0,"09h28m39.99s",142.166626,"+45d36m05.3s",45.601482,88.26,4753,2.1,13,"14/5/14","HD 81688 b",58.58,NA,NA,"Msini",2.7,858.1,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60..539S target=ref> Sato et al. 2008 </a>",2007,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60..539S target=ref> Sato et al. 2008 </a>","Ground","Okayama Astrophysical Observatory","1.88 m Telescope","HIDES Echelle Spectrograph",9.47777507,174.226664,46.074968,129.183105,29.001381,11.33,NA,4.5,"G5",NA
"641",641,"HD 82886","b","Radial Velocity",1,705,1.65,0.066,NA,0,0,0,"09h35m45.18s",143.938263,"+34d46m50.7s",34.780743,112.23,5112,1.06,4.8,"14/5/14","HD 82886 b",28.7,NA,NA,"Msini",1.3,413.2,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",9.5958842,190.027568,47.768699,134.719195,19.332264,8.91,NA,4,"G0",7
"642",642,"HD 82943","b","Radial Velocity",2,441.47,1.18306,0.162,90,0,0,0,"09h34m50.73s",143.711395,"-12d07m46.4s",-12.129546,27.46,6016,1.2,NA,"14/5/14","HD 82943 b",41.91,NA,NA,"Mass",1.681,534.25,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.439..673B target=ref> Baluev & Beaug&eacute; 2014</a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",9.58075968,245.842637,28.251215,150.420107,-25.021198,36.42,8.1,4.25,"G2/3 V",NA
"643",643,"HD 82943","c","Radial Velocity",2,220.078,0.74345,0.3663,90,0,0,0,"09h34m50.73s",143.711395,"-12d07m46.4s",-12.129546,27.46,6016,1.2,NA,"14/5/14","HD 82943 c",65.4,NA,NA,"Mass",1.959,622.603,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.439..673B target=ref> Baluev & Beaug&eacute; 2014</a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",9.58075968,245.842637,28.251215,150.420107,-25.021198,36.42,8.1,4.25,"G2/3 V",NA
"644",644,"HD 83443","b","Radial Velocity",1,2.985698,0.0406,0.012,NA,0,0,0,"09h37m11.83s",144.299286,"-43d16m19.9s",-43.272205,43.53,5454,0.9,NA,"14/5/14","HD 83443 b",56.2,NA,NA,"Msini",0.398,126.491,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...578..565B target=ref> Butler et al. 2002 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",9.61995239,269.595451,6.679256,168.791827,-52.931205,22.97,29,5.05,"K0/1 V + G (III)",3.2
"645",645,"HD 8535","b","Radial Velocity",1,1313,2.45,0.15,NA,0,0,0,"01h23m37.24s",20.905149,"-41d16m11.3s",-41.269802,52.5,6136,1.13,1.19,"15/4/16","HD 8535 b",11.8,NA,NA,"Msini",0.68,216.1244,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>",2010,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",1.39367663,279.920575,-74.388894,358.668896,-45.386193,19.03,2.46,4,"G0 V",NA
"646",646,"HD 85390","b","Radial Velocity",1,788,1.52,0.41,NA,0,0,0,"09h50m02.50s",147.510406,"-49d47m25.0s",-49.790268,33.96,5186,0.76,NA,"14/5/14","HD 85390 b",3.82,NA,NA,"Msini",0.132,42,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...526A.111M target=ref> Mordasini et al. 2011 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...526A.111M target=ref> Mordasini et al. 2011 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",9.8340271,275.545963,3.18551,178.487027,-56.993389,29.45,32.5,5.1,"K1 V",7.2
"647",647,"HD 85512","b","Radial Velocity",1,58.43,0.26,0.11,90,0,0,0,"09h51m07.05s",147.779388,"-43d30m10.0s",-43.502789,11.15,4715,0.69,NA,"15/4/16","HD 85512 b",0.769,298,NA,"Msin(i)/sin(i)",0.011,3.6,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...534A..58P target=ref> Pepe et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...534A..58P target=ref> Pepe et al. 2011 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",9.85195923,271.675935,8.159949,172.480545,-51.759613,89.67,-9.49,5.5,"K5 V",5.61
"648",648,"HD 8574","b","Radial Velocity",1,227,0.757,0.297,NA,0,0,0,"01h25m12.52s",21.302153,"+28d34m00.1s",28.566692,44.2,6050,1.12,NA,"14/5/14","HD 8574 b",58.3,NA,NA,"Msini",1.8,572.07,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003A&A...410.1039P target=ref> Perrier et al. 2003 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","ELODIE Spectrograph",1.42014351,131.850302,-33.719514,30.549458,18.168222,NA,18.6,3.8,"F8",NA
"649",649,"HD 86081","b","Radial Velocity",1,2.1375,0.035,0.008,NA,0,0,0,"09h56m05.92s",149.024658,"-03d48m30.3s",-3.808422,91.16,NA,1.21,1.22,"15/4/16","HD 86081 b",207.7,NA,NA,"Msini",1.5,476.745,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...647..600J target=ref> Johnson et al. 2006 </a>",2006,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...647..600J target=ref> Johnson et al. 2006 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",9.93497721,242.200793,37.60973,152.531964,-15.379503,10.97,NA,3.8,"F8 V",NA
"650",650,"HD 86226","b","Radial Velocity",1,1695,2.84,0.15,NA,0,0,0,"09h56m29.85s",149.124359,"-24d05m57.8s",-24.09939,42.48,5903,1.06,1.02,"14/5/14","HD 86226 b",15.3,NA,NA,"Msini",0.92,292.39,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...711.1229A target=ref> Arriagada et al. 2010 </a>","Ground","Las Campanas Observatory","6.5 m Magellan II Clay Telescope","MIKE Spectrograph",9.94162394,259.395127,23.62938,161.157089,-34.122529,23.54,19.74,4.2,"G2 V",1.5
"651",651,"HD 86264","b","Radial Velocity",1,1475,2.86,0.7,NA,0,0,0,"09h56m57.84s",149.240997,"-15d53m42.4s",-15.895122,72.57,NA,NA,NA,"15/4/24","HD 86264 b",132,NA,NA,"Msini",7,2224.81,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>","Ground","Lick Observatory","3.0 m C. Donald Shane Telescope","Hamilton Echelle Spectrograph",9.94939982,253.159847,29.655768,157.499521,-26.547114,13.78,7.1,3.7,"F7 V",NA
"652",652,"HD 8673","b","Radial Velocity",1,1634,3.02,0.723,NA,0,0,0,"01h26m08.78s",21.536604,"+34d34m46.9s",34.5797,38.26,NA,NA,NA,"14/5/14","HD 8673 b",NA,NA,NA,"Msini",14.2,4513,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...717..348H target=ref> Hartmann et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...717..348H target=ref> Hartmann et al. 2010 </a>","Ground","Thueringer Landessternwarte Tautenburg","2.0 m Alfred Jensch Telescope","Coude Echelle Spectrograph",1.4357736,131.000228,-27.747646,33.299464,23.609019,26.14,17.3,3.5,"F5",NA
