rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_eccen,koi_fittype,koi_prad,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec
2893,5040077,K03065.01,,CANDIDATE,CANDIDATE,0.896384959,0,MCMC,1.05,87.09,1808,2524.81,1,5837,4.502,0.843,298.53967,40.183659
2894,7534267,K03147.01,Kepler-1441 b,CONFIRMED,CANDIDATE,39.4419839,0,MCMC,1.11,89.95,492,13.9,1,5749,4.56,0.83,293.71912,43.124592
2897,10386922,K00289.01,,CANDIDATE,CANDIDATE,26.62946276,0,MCMC,2.94,89.95,718,62.88,2,5951,4.222,1.357,282.94565,47.574905
2898,10386922,K00289.02,Kepler-511 b,CONFIRMED,CANDIDATE,296.637865,0,MCMC,7.18,89.95,322,2.53,1,5951,4.222,1.357,282.94565,47.574905
2899,10982872,K00343.03,Kepler-142 d,CONFIRMED,CANDIDATE,41.8087668,0,MCMC,1.43,89.95,587,27.98,3,5726,4.219,1.243,295.1189,48.481281
2901,11015108,K00344.01,Kepler-530 b,CONFIRMED,CANDIDATE,39.30941904,0,MCMC,3.58,89.38,576,26.05,1,5957,4.349,1.051,283.34027,48.549042
2902,11074541,K00345.01,Kepler-531 b,CONFIRMED,CANDIDATE,29.88485741,0,MCMC,2.77,89.38,453,9.95,1,4883,4.549,0.749,286.52481,48.683601
2903,11100383,K00346.01,Kepler-532 b,CONFIRMED,CANDIDATE,12.92491623,0,MCMC,2.62,88.81,642,40.08,1,5088,4.508,0.806,298.66092,48.606369
2904,7918652,K02984.01,,CANDIDATE,CANDIDATE,11.4554284,0,MCMC,1.02,89.95,930,176.74,1,6015,4.256,1.2,299.707,43.622601
2908,6636320,K02989.01,,CANDIDATE,CANDIDATE,6.3312784,0,MCMC,1.48,88.24,821,107.2,1,5376,4.604,0.758,299.08099,42.018139
2909,4067925,K03066.01,,CANDIDATE,CANDIDATE,24.2204586,0,MCMC,2.4,89.38,511,16.09,1,5172,4.586,0.78,294.29004,39.126869
2911,6021275,K00284.02,Kepler-132 c,CONFIRMED,CANDIDATE,6.41490515,0,MCMC,1.24,85.94,1042,278.29,1,5921,4.363,1.045,283.23581,41.34304
2912,3230805,K03068.01,,CANDIDATE,CANDIDATE,3.91679363,0,MCMC,0.96,89.38,851,123.94,1,4886,4.636,0.689,290.26028,38.354988
2913,4676964,K03069.01,,CANDIDATE,CANDIDATE,43.1032912,0,MCMC,1.93,89.95,539,19.96,1,5741,4.365,1.097,297.03922,39.785259
2915,10933561,K00291.01,Kepler-133 c,CONFIRMED,CANDIDATE,31.51780202,0,MCMC,2.94,88.24,683,51.39,1,5588,4.086,1.498,297.27798,48.320332
2916,10933561,K00291.02,Kepler-133 b,CONFIRMED,CANDIDATE,8.13000457,0,MCMC,1.87,88.81,1073,312.97,2,5588,4.086,1.498,297.27798,48.320332
2918,11075737,K00292.01,Kepler-97 b,CONFIRMED,CANDIDATE,2.586638081,0,MCMC,1.6,81.93,1331,742.57,1,5802,4.425,0.966,287.32663,48.673431
2920,11194032,K00348.01,Kepler-533 b,CONFIRMED,CANDIDATE,28.51120525,0,MCMC,8.21,88.81,669,47.43,1,4880,3.937,1.741,293.68573,48.825142
2921,11394027,K00349.01,,CANDIDATE,CANDIDATE,14.3868109,0,MCMC,2.75,89.95,810,101.7,1,5914,4.354,1.146,286.85266,49.261681
2922,11395587,K00350.01,,CANDIDATE,CANDIDATE,12.99063496,0,MCMC,2.16,89.95,839,117.1,1,6031,4.376,1.082,287.86142,49.264462
2924,5520547,K02990.01,Kepler-1401 b,CONFIRMED,CANDIDATE,11.20066445,0,MCMC,1.37,89.95,808,100.91,1,6038,4.524,0.898,287.46606,40.75845
2926,8866102,K00042.01,Kepler-410 A b,CONFIRMED,CANDIDATE,17.83368211,0,MCMC,2.47,89.95,859,128.66,1,6325,4.264,1.361,283.1507,45.139832
2927,4143755,K00281.01,Kepler-510 b,CONFIRMED,CANDIDATE,19.55659418,0,MCMC,2.53,87.66,794,94.03,1,5622,4.095,1.406,287.655,39.244289
2928,8509442,K02992.01,,CANDIDATE,CANDIDATE,82.6604944,0,MCMC,3.34,89.38,233,0.69,1,3952,4.716,0.55,296.73724,44.50148
2929,11244137,K02994.01,Kepler-1402 b,CONFIRMED,CANDIDATE,2.03387914,0,MCMC,0.73,83.65,1240,557.99,1,5437,4.57,0.804,291.84781,48.968128
2932,5865654,K03071.01,Kepler-1423 b,CONFIRMED,CANDIDATE,23.955378,0,MCMC,2.62,89.95,741,71.16,1,5011,3.903,1.781,288.24377,41.110081
2933,3219643,K03072.01,,CANDIDATE,CANDIDATE,24.3366659,0,MCMC,2.65,88.24,526,18.07,1,5141,4.505,0.806,286.76147,38.34351
2934,8546542,K03073.01,,CANDIDATE,CANDIDATE,7.40986806,0,MCMC,1.26,89.95,813,103.05,1,5463,4.575,0.83,285.7485,44.632462
2937,11259686,K00294.01,Kepler-512 b,CONFIRMED,CANDIDATE,34.43587975,0,MCMC,1.98,89.95,585,27.67,1,6100,4.449,0.963,298.26895,48.91674
2938,11547513,K00295.01,Kepler-134 b,CONFIRMED,CANDIDATE,5.317435416,0,MCMC,2.58,89.38,1306,687.55,1,6068,4.167,1.533,284.73904,49.5984
2939,11547513,K00295.02,Kepler-134 c,CONFIRMED,CANDIDATE,10.10575303,0,MCMC,1.63,89.38,1054,292.12,2,6068,4.167,1.533,284.73904,49.5984
2940,11802615,K00296.01,Kepler-513 b,CONFIRMED,CANDIDATE,28.86235584,0,MCMC,2.19,89.95,639,39.34,1,6084,4.399,1.04,285.04169,50.075378
2941,11442793,K00351.02,Kepler-90 g,CONFIRMED,CANDIDATE,210.6031105,0,MCMC,6.86,89.95,341,3.2,,6238,4.378,1.054,284.4335,49.305161
2942,11442793,K00351.03,Kepler-90 d,CONFIRMED,CANDIDATE,59.7370348,0,MCMC,2.55,89.95,519,17.18,2,6238,4.378,1.054,284.4335,49.305161
2944,11521793,K00352.01,Kepler-143 c,CONFIRMED,CANDIDATE,27.08247084,0,MCMC,2.36,88.24,644,40.58,1,6010,4.401,1.037,298.06769,49.412601
2945,11566064,K00353.01,,CANDIDATE,CANDIDATE,152.1059397,0,MCMC,9.6,89.38,452,9.84,1,6823,4.279,1.377,295.21268,49.56218
2946,11566064,K00353.02,,CANDIDATE,CANDIDATE,30.6529373,0,MCMC,2.38,89.95,771,83.32,2,6823,4.279,1.377,295.21268,49.56218
2947,3848275,K02995.01,Kepler-1403 b,CONFIRMED,CANDIDATE,5.19492202,0,MCMC,2.24,89.38,1251,578.43,1,6449,4.367,1.241,290.86771,38.960121
2948,12021625,K02996.01,Kepler-1404 b,CONFIRMED,CANDIDATE,15.9314739,0,MCMC,1.89,89.38,606,31.8,1,5385,4.589,0.741,296.00943,50.498379
2950,4175630,K02998.01,Kepler-1405 b,CONFIRMED,CANDIDATE,28.2274184,0,MCMC,3.08,89.95,564,23.89,1,5864,4.556,0.842,295.68484,39.256142
2952,3328080,K03075.01,,CANDIDATE,CANDIDATE,4.76559135,0,MCMC,0.93,88.81,1168,439.42,1,5702,4.258,1.125,287.20587,38.498055
2955,6021275,K00284.03,Kepler-132 b,CONFIRMED,CANDIDATE,6.17828255,0,MCMC,1.04,87.66,1055,292.35,3,5921,4.363,1.045,283.23581,41.34304
2957,11905011,K00297.01,Kepler-514 b,CONFIRMED,CANDIDATE,5.65179605,0,MCMC,1.49,89.95,1233,546.32,1,6292,4.275,1.267,286.24719,50.242409
2958,12785320,K00298.01,Kepler-515 b,CONFIRMED,CANDIDATE,19.96371318,0,MCMC,1.75,88.24,671,47.97,1,5780,4.438,1,290.49426,52.055519
2959,12785320,K00298.02,,CANDIDATE,CANDIDATE,57.3839668,0,MCMC,1.68,89.38,472,11.73,2,5780,4.438,1,290.49426,52.055519
2960,2692377,K00299.01,Kepler-98 b,CONFIRMED,CANDIDATE,1.541676628,0,MCMC,1.82,74.48,1437,1007.55,1,5580,4.538,0.886,285.66165,37.9645
2963,11568987,K00354.01,Kepler-534 b,CONFIRMED,CANDIDATE,15.95994513,0,MCMC,2.24,89.95,721,63.95,1,5936,4.501,0.965,296.41855,49.5401
2964,11568987,K00354.02,,CANDIDATE,CANDIDATE,7.37862283,0,MCMC,1.06,88.24,932,178.68,2,5936,4.501,0.965,296.41855,49.5401
2965,11621223,K00355.01,Kepler-535 b,CONFIRMED,CANDIDATE,4.903321551,0,MCMC,2.05,89.38,1169,441.7,1,6173,4.429,1.108,296.56662,49.696251
2966,11624249,K00356.01,Kepler-536 b,CONFIRMED,CANDIDATE,1.827082299,0,MCMC,6.18,89.38,1876,2925.17,1,5311,3.864,1.769,297.73639,49.63715
2969,3852655,K03002.01,Kepler-1406 b,CONFIRMED,CANDIDATE,11.62905828,0,MCMC,1.06,89.38,887,146.47,1,6060,4.344,1.095,292.08185,38.915031
2971,5088536,K00282.01,Kepler-130 c,CONFIRMED,CANDIDATE,27.50867519,0,MCMC,2.85,89.95,660,44.75,1,5884,4.305,1.127,288.45065,40.245327
2972,6103377,K03004.01,Kepler-1407 b,CONFIRMED,CANDIDATE,20.0711504,0,MCMC,2.16,89.38,736,69.25,1,6086,4.38,1.122,283.94244,41.4716
2973,7106173,K03083.01,,CANDIDATE,CANDIDATE,10.18316272,0,MCMC,0.68,89.38,833,113.74,1,5942,4.506,0.938,287.97885,42.679359
2974,7106173,K03083.02,,CANDIDATE,CANDIDATE,6.23219191,0,MCMC,0.59,87.66,981,218.67,,5942,4.506,0.938,287.97885,42.679359
2975,7106173,K03083.03,,CANDIDATE,CANDIDATE,8.2942479,0,MCMC,0.54,88.81,892,149.61,,5942,4.506,0.938,287.97885,42.679359
2978,8037145,K00520.03,Kepler-176 d,CONFIRMED,CANDIDATE,25.75260028,0,MCMC,2.9,88.81,539,20,2,5229,4.47,0.877,294.66797,43.85326
2979,8162789,K00521.01,,CANDIDATE,CANDIDATE,10.16103226,0,MCMC,4.42,88.81,904,157.97,1,6032,4.387,1.06,290.73517,44.09132
2980,8265218,K00522.01,,CANDIDATE,CANDIDATE,12.82993626,0,MCMC,3.49,88.24,733,68.31,1,5864,4.556,0.842,301.14789,44.104542
2981,8806123,K00523.01,Kepler-177 c,CONFIRMED,CANDIDATE,49.41117582,0,MCMC,7.48,88.81,545,20.87,1,6220,4.414,1.066,286.04712,45.053211
2982,8806123,K00523.02,Kepler-177 b,CONFIRMED,CANDIDATE,36.8568008,0,MCMC,3.62,86.52,601,30.83,2,6220,4.414,1.066,286.04712,45.053211
2983,8355239,K00574.02,Kepler-189 b,CONFIRMED,CANDIDATE,10.39990194,0,MCMC,1.33,89.95,677,49.66,2,5228,4.6,0.755,287.56473,44.305
2985,8367113,K00575.01,Kepler-606 b,CONFIRMED,CANDIDATE,24.31575992,0,MCMC,2.78,88.81,679,50.35,1,6241,4.45,1.031,292.4274,44.381271
2987,8558011,K00577.01,,CANDIDATE,CANDIDATE,39.6769617,0,MCMC,2.98,87.66,473,11.85,1,5244,4.449,0.888,291.05722,44.632381
2988,9115800,K00421.01,Kepler-548 b,CONFIRMED,CANDIDATE,4.454194338,0,MCMC,12.21,88.24,1016,252.22,1,5359,4.425,0.915,299.90591,45.439678
2989,9214713,K00422.01,,CANDIDATE,CANDIDATE,809.013179,0,MCMC,14.6,89.95,216,0.51,,6230,4.397,1.047,290.38983,45.665329
2990,9478990,K00423.01,Kepler-39 b,CONFIRMED,CANDIDATE,21.08719422,0,MCMC,14.77,89.95,873,137.06,1,6266,4.101,1.522,296.96027,46.034302
2991,9597411,K00424.01,,CANDIDATE,CANDIDATE,1.575631547,0,MCMC,20.99,75.63,1578,1464.43,1,6202,4.537,0.858,295.43478,46.203129
2992,6850504,K00070.04,Kepler-20 e,CONFIRMED,CANDIDATE,6.09853672,0,MCMC,0.82,87.66,927,174.3,4,5465,4.449,0.925,287.698,42.338718
2993,10934674,K00477.01,Kepler-567 b,CONFIRMED,CANDIDATE,16.54297375,0,MCMC,2.42,89.38,611,32.94,1,5215,4.518,0.867,297.67261,48.302311
2994,10990886,K00478.01,Kepler-568 b,CONFIRMED,CANDIDATE,11.02347475,0,MCMC,2.11,89.95,418,7.23,1,3744,4.756,0.5,298.10571,48.40115
2995,11015323,K00479.01,Kepler-569 b,CONFIRMED,CANDIDATE,34.18890521,0,MCMC,3.06,89.95,544,20.69,1,5851,4.515,0.918,283.50726,48.552601
2996,11134879,K00480.01,Kepler-570 b,CONFIRMED,CANDIDATE,4.301662003,0,MCMC,2.36,89.38,1008,244.48,1,5480,4.509,0.865,290.43759,48.791882
2997,11192998,K00481.01,Kepler-166 b,CONFIRMED,CANDIDATE,7.650241916,0,MCMC,2.39,89.95,780,87.56,1,5413,4.59,0.759,293.16016,48.881191
2998,8934495,K00524.01,,CANDIDATE,CANDIDATE,4.592390839,0,MCMC,2.57,89.95,927,174.53,1,5361,4.58,0.799,283.54416,45.225552
2999,9119458,K00525.01,,CANDIDATE,CANDIDATE,11.53026355,0,MCMC,5.05,87.09,873,137.08,1,5770,4.289,1.152,300.90778,45.45787
3000,5866724,K00085.01,Kepler-65 c,CONFIRMED,CANDIDATE,5.859938722,0,MCMC,2.55,89.95,1236,552.06,1,6169,4.236,1.424,288.68869,41.15118
3001,9157634,K00526.01,Kepler-586 b,CONFIRMED,CANDIDATE,2.104722184,0,MCMC,2.96,89.38,1367,824.28,1,5705,4.497,0.976,293.05722,45.551189
3003,8565266,K00578.01,Kepler-608 b,CONFIRMED,CANDIDATE,6.412515037,0,MCMC,4.03,84.8,1069,308.76,1,6026,4.366,1.108,293.88293,44.638088
3004,8616637,K00579.01,Kepler-190 b,CONFIRMED,CANDIDATE,2.020001021,0,MCMC,1.43,88.81,1186,467.85,1,5239,4.585,0.785,288.58405,44.733799
3005,8616637,K00579.02,Kepler-190 c,CONFIRMED,CANDIDATE,3.763042361,0,MCMC,1.46,89.95,964,204.26,2,5239,4.585,0.785,288.58405,44.733799
3006,8625925,K00580.01,Kepler-609 b,CONFIRMED,CANDIDATE,6.521210666,0,MCMC,2.6,88.24,932,178.27,1,5822,4.529,0.898,292.22031,44.700031
3007,8822216,K00581.01,Kepler-610 b,CONFIRMED,CANDIDATE,6.996926554,0,MCMC,3.28,89.95,888,147.07,1,5713,4.541,0.893,293.17133,45.065601
3008,9967884,K00425.01,,CANDIDATE,CANDIDATE,5.428344716,0,MCMC,14.48,86.52,1033,269.19,1,5936,4.501,0.965,297.97424,46.804562
3009,10016874,K00426.01,,CANDIDATE,CANDIDATE,16.30139265,0,MCMC,3.64,88.24,805,99.08,1,6072,4.328,1.138,294.02298,46.99955
3010,10189546,K00427.01,,CANDIDATE,CANDIDATE,24.61482073,0,MCMC,3.65,89.95,565,24.01,1,5467,4.496,0.856,283.0228,47.261131
3011,10189546,K00427.02,Kepler-549 b,CONFIRMED,CANDIDATE,42.9495649,0,MCMC,2.66,89.95,469,11.43,2,5467,4.496,0.856,283.0228,47.261131
3012,10189546,K00427.03,Kepler-549 c,CONFIRMED,CANDIDATE,117.040498,0,MCMC,2.99,88.81,336,3,3,5467,4.496,0.856,283.0228,47.261131
3013,11192998,K00481.02,Kepler-166 d,CONFIRMED,CANDIDATE,1.554003928,0,MCMC,1.58,88.81,1326,731.43,2,5413,4.59,0.759,293.16016,48.881191
3014,11192998,K00481.03,Kepler-166 c,CONFIRMED,CANDIDATE,34.25951372,0,MCMC,2.49,89.95,473,11.87,3,5413,4.59,0.759,293.16016,48.881191
3017,11497977,K00483.01,Kepler-571 b,CONFIRMED,CANDIDATE,4.798599388,0,MCMC,2.49,88.24,980,217.77,1,5632,4.553,0.846,286.55103,49.418739
3018,9941859,K00528.01,Kepler-178 b,CONFIRMED,CANDIDATE,9.57666498,0,MCMC,2.83,89.95,881,142.5,1,5675,4.338,1.042,287.1011,46.896481
3019,9941859,K00528.02,Kepler-178 d,CONFIRMED,CANDIDATE,96.6781926,0,MCMC,3.43,89.95,408,6.54,2,5675,4.338,1.042,287.1011,46.896481
3020,9941859,K00528.03,Kepler-178 c,CONFIRMED,CANDIDATE,20.55280793,0,MCMC,2.94,89.38,683,51.5,3,5675,4.338,1.042,287.1011,46.896481
3022,10266615,K00530.01,Kepler-587 b,CONFIRMED,CANDIDATE,10.94027841,0,MCMC,2.16,89.38,767,81.96,1,5757,4.544,0.872,288.67068,47.399139
3023,10395543,K00531.01,,CANDIDATE,CANDIDATE,3.687469456,0,MCMC,5.69,86.52,689,53.38,1,4030,4.674,0.6,287.69119,47.546902
3024,8822216,K00581.02,Kepler-610 c,CONFIRMED,CANDIDATE,151.86392,0,MCMC,2.63,89.95,318,2.43,2,5713,4.541,0.893,293.17133,45.065601
3025,9020160,K00582.01,Kepler-191 d,CONFIRMED,CANDIDATE,5.945041017,0,MCMC,2.26,89.95,832,113.11,1,5275,4.59,0.787,291.18338,45.32317
3026,7941200,K00092.01,,CANDIDATE,CANDIDATE,65.70460002,0,MCMC,2.57,89.95,454,10.02,1,5952,4.489,0.971,283.37482,43.788219
3027,9020160,K00582.02,Kepler-191 c,CONFIRMED,CANDIDATE,17.73852054,0,MCMC,2.11,88.81,578,26.36,2,5275,4.59,0.787,291.18338,45.32317
3028,9020160,K00582.03,Kepler-191 b,CONFIRMED,CANDIDATE,9.93967857,0,MCMC,1.34,89.38,701,57.1,3,5275,4.59,0.787,291.18338,45.32317
3029,10418224,K00428.01,Kepler-40 b,CONFIRMED,CANDIDATE,6.873165232,0,MCMC,13.8,89.38,1482,1140.56,1,6490,3.942,2.179,296.81369,47.526611
3030,10616679,K00429.01,Kepler-550 b,CONFIRMED,CANDIDATE,8.600104109,0,MCMC,4.28,89.95,760,78.72,1,5246,4.501,0.805,297.70023,47.86375
3031,10717241,K00430.01,Kepler-551 b,CONFIRMED,CANDIDATE,12.3764661,0,MCMC,2.11,88.81,401,6.12,1,3797,4.783,0.48,285.48505,48.054321
3032,10717241,K00430.02,,CANDIDATE,CANDIDATE,9.3405269,0,MCMC,0.71,89.38,440,8.9,2,3797,4.783,0.48,285.48505,48.054321
3033,10843590,K00431.01,Kepler-153 b,CONFIRMED,CANDIDATE,18.87021566,0,MCMC,2.87,89.95,621,35.13,1,5402,4.452,0.865,282.46051,48.257118
3034,6850504,K00070.05,Kepler-20 f,CONFIRMED,CANDIDATE,19.5776286,0,MCMC,0.99,89.38,628,36.82,5,5465,4.449,0.925,287.698,42.338718
3035,12061222,K00484.01,Kepler-572 b,CONFIRMED,CANDIDATE,17.20523483,0,MCMC,2.29,89.95,553,22.18,1,5208,4.641,0.693,291.2211,50.581299
3037,12404305,K00486.01,Kepler-573 b,CONFIRMED,CANDIDATE,22.18329658,0,MCMC,2.06,89.95,583,27.32,1,5843,4.614,0.742,289.52115,51.237309
3038,12834874,K00487.01,Kepler-574 b,CONFIRMED,CANDIDATE,7.65880414,0,MCMC,2.25,89.95,858,128.18,1,5657,4.508,0.855,290.24704,52.149132
3039,2557816,K00488.01,Kepler-575 b,CONFIRMED,CANDIDATE,9.37891944,0,MCMC,2.03,88.24,803,98.22,1,5684,4.493,0.808,286.9639,37.829708
3040,10454313,K00532.01,Kepler-588 b,CONFIRMED,CANDIDATE,4.221625357,0,MCMC,2.59,89.95,1177,453.2,1,6123,4.472,0.987,284.2572,47.68895
3041,10513530,K00533.01,Kepler-589 b,CONFIRMED,CANDIDATE,16.54964934,0,MCMC,2.52,89.95,656,43.72,1,5372,4.434,0.916,280.64136,47.751942
3042,5866724,K00085.02,Kepler-65 b,CONFIRMED,CANDIDATE,2.154909039,0,MCMC,1.5,80.79,1726,2097.4,2,6169,4.236,1.424,288.68869,41.15118
3043,10513530,K00533.02,,CANDIDATE,CANDIDATE,3.52468054,0,MCMC,1.1,89.95,1099,344.61,2,5372,4.434,0.916,280.64136,47.751942
3044,10554999,K00534.01,Kepler-179 c,CONFIRMED,CANDIDATE,6.400147394,0,MCMC,2.26,88.24,807,100.33,1,5294,4.599,0.761,298.66373,47.762039
3045,9076513,K00583.01,Kepler-611 b,CONFIRMED,CANDIDATE,2.437033302,0,MCMC,1.61,84.8,1371,834.02,1,5984,4.49,0.984,286.00494,45.480389
3046,9146018,K00584.01,Kepler-192 b,CONFIRMED,CANDIDATE,9.92672514,0,MCMC,2.2,89.38,747,73.61,1,5543,4.568,0.813,287.91791,45.592869
3047,9146018,K00584.02,Kepler-192 c,CONFIRMED,CANDIDATE,21.22347296,0,MCMC,2.27,87.66,580,26.74,2,5543,4.568,0.813,287.91791,45.592869
3048,9146018,K00584.03,Kepler-192 d,CONFIRMED,CANDIDATE,6.47027579,0,MCMC,0.89,89.38,862,130.56,3,5543,4.568,0.813,287.91791,45.592869
3049,9279669,K00585.01,Kepler-612 b,CONFIRMED,CANDIDATE,3.722156413,0,MCMC,2.42,87.09,1051,288.29,1,5618,4.566,0.811,291.35464,45.747898
3050,10843590,K00431.02,Kepler-153 c,CONFIRMED,CANDIDATE,46.9025112,0,MCMC,2.5,89.95,458,10.44,2,5402,4.452,0.865,282.46051,48.257118
3051,10858832,K00432.01,Kepler-552 b,CONFIRMED,CANDIDATE,5.263415765,0,MCMC,3.86,85.37,1100,345.55,1,6091,4.458,1.025,290.74768,48.242008
3052,10937029,K00433.01,Kepler-553 b,CONFIRMED,CANDIDATE,4.030468037,0,MCMC,4.86,88.24,1051,288.38,1,5551,4.509,0.899,298.55084,48.332451
3053,10937029,K00433.02,Kepler-553 c,CONFIRMED,CANDIDATE,328.2399546,0,MCMC,11.83,89.95,242,0.82,2,5551,4.509,0.899,298.55084,48.332451
3057,3239945,K00490.01,Kepler-167 b,CONFIRMED,CANDIDATE,4.393156523,0,MCMC,1.71,89.95,899,154.44,1,4978,4.511,0.808,292.65842,38.34539
3058,10187017,K00082.01,Kepler-102 e,CONFIRMED,CANDIDATE,16.14569077,0,MCMC,2.52,88.24,549,21.46,1,4812,4.548,0.755,281.48273,47.208031
3059,3239945,K00490.02,Kepler-167 e,CONFIRMED,CANDIDATE,1071.231935,0,MCMC,11.11,89.95,144,0.1,,4978,4.511,0.808,292.65842,38.34539
3060,10554999,K00534.02,Kepler-179 b,CONFIRMED,CANDIDATE,2.735903375,0,MCMC,1.58,89.95,1072,312.39,2,5294,4.599,0.761,298.66373,47.762039
3061,10873260,K00535.01,Kepler-590 b,CONFIRMED,CANDIDATE,5.85296257,0,MCMC,3.51,87.66,1056,293.93,1,6050,4.45,1.013,296.38553,48.233452
3062,10965008,K00536.01,Kepler-591 b,CONFIRMED,CANDIDATE,81.1694299,0,MCMC,3.41,89.38,412,6.82,1,5865,4.505,0.944,286.02402,48.43177
3063,11073351,K00537.01,Kepler-592 b,CONFIRMED,CANDIDATE,2.820192408,0,MCMC,2.17,86.52,1326,730.86,1,6091,4.487,0.967,285.79068,48.683262
3064,11090765,K00538.01,Kepler-593 b,CONFIRMED,CANDIDATE,21.21708973,0,MCMC,2.6,89.38,706,58.63,1,6191,4.438,1.007,294.95145,48.651192
3066,9570741,K00586.01,Kepler-613 b,CONFIRMED,CANDIDATE,15.77979614,0,MCMC,2.19,89.95,713,60.96,1,5941,4.519,0.911,282.7868,46.244991
3067,9607164,K00587.01,Kepler-614 b,CONFIRMED,CANDIDATE,14.03491514,0,MCMC,2.35,89.38,641,39.97,1,5258,4.513,0.785,298.38483,46.276039
3068,9631762,K00588.01,Kepler-615 b,CONFIRMED,CANDIDATE,10.35584657,0,MCMC,1.36,89.38,534,19.18,1,4523,4.702,0.541,282.45059,46.3214
3069,6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,22.34296959,0,MCMC,9.77,89.95,767,81.73,1,6098,4.247,1.297,297.33307,41.891121
3070,9782691,K00590.01,Kepler-193 b,CONFIRMED,CANDIDATE,11.38839971,0,MCMC,2.44,89.95,917,167.32,1,6343,4.411,1.137,296.4986,46.57724
3071,11709124,K00435.01,Kepler-154 d,CONFIRMED,CANDIDATE,20.54981883,0,MCMC,3.29,89.38,633,37.85,1,5937,4.559,0.832,289.78052,49.89653
3072,11709124,K00435.02,,CANDIDATE,CANDIDATE,934.0941846,0,MCMC,7.89,89.95,177,0.23,,5937,4.559,0.832,289.78052,49.89653
3073,11805075,K00436.01,,CANDIDATE,CANDIDATE,199.8392001,0,MCMC,2662.18,88.81,276,1.36,1,5457,4.548,0.869,286.65689,50.021568
3074,11824222,K00437.01,,CANDIDATE,CANDIDATE,15.84131179,0,MCMC,28.25,88.81,575,25.77,1,5119,4.575,0.702,296.61859,50.022011
3075,12302530,K00438.01,Kepler-155 b,CONFIRMED,CANDIDATE,5.931192939,0,MCMC,1.95,86.52,562,23.52,1,3985,4.721,0.54,288.49582,51.08194
3077,3239945,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE,7.40610775,0,MCMC,1.76,87.66,755,76.91,3,4978,4.511,0.808,292.65842,38.34539
3078,3239945,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE,21.8038763,0,MCMC,1.39,88.81,527,18.25,4,4978,4.511,0.808,292.65842,38.34539
3080,3559935,K00492.01,Kepler-576 b,CONFIRMED,CANDIDATE,29.91136794,0,MCMC,4.06,88.24,626,36.19,1,5589,4.27,1.218,295.18292,38.654228
3082,3966801,K00494.01,Kepler-577 b,CONFIRMED,CANDIDATE,25.69578251,0,MCMC,1.68,89.38,315,2.32,1,3789,4.774,0.48,294.71194,39.073761
3084,11656721,K00541.01,Kepler-594 b,CONFIRMED,CANDIDATE,13.64618192,0,MCMC,2.13,89.95,681,50.99,1,5575,4.558,0.834,288.92157,49.762032
3085,11853905,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,3.213668628,0,MCMC,4.14,89.95,1507,1218.92,1,5781,4.105,1.533,285.61533,50.13575
3086,5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,8.13122484,0,MCMC,1.76,83.08,1109,357.04,3,6169,4.236,1.424,288.68869,41.15118
3087,11669239,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE,41.8854834,0,MCMC,2.69,89.95,540,20.05,1,5735,4.356,1.028,295.57135,49.774578
3088,11669239,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE,13.81731817,0,MCMC,1.51,89.95,781,88.04,2,5735,4.356,1.028,295.57135,49.774578
3089,10600261,K00597.03,Kepler-194 d,CONFIRMED,CANDIDATE,52.8147284,0,MCMC,2.41,89.95,516,16.73,3,6085,4.417,1.005,291.97144,47.86417
3090,10656823,K00598.01,Kepler-195 b,CONFIRMED,CANDIDATE,8.30784498,0,MCMC,2.22,89.95,753,76.08,1,5324,4.585,0.791,288.12097,47.966671
3091,10656823,K00598.02,Kepler-195 c,CONFIRMED,CANDIDATE,34.0962295,0,MCMC,1.76,89.38,470,11.58,2,5324,4.585,0.791,288.12097,47.966671
3092,10676824,K00599.01,,CANDIDATE,CANDIDATE,6.45443377,0,MCMC,2.45,87.66,999,234.98,1,6092,4.496,0.943,296.12073,47.921478
3093,10718726,K00600.01,Kepler-618 b,CONFIRMED,CANDIDATE,3.595769645,0,MCMC,2.39,79.64,1252,581.32,1,6108,4.453,1.011,286.24982,48.06094
3094,12302530,K00438.02,Kepler-155 c,CONFIRMED,CANDIDATE,52.6615836,0,MCMC,1.76,89.95,271,1.28,2,3985,4.721,0.54,288.49582,51.08194
3095,12470954,K00439.01,Kepler-554 b,CONFIRMED,CANDIDATE,1.902208556,0,MCMC,3.92,89.38,1271,616.28,1,5438,4.577,0.825,296.40686,51.35815
3096,2438264,K00440.01,Kepler-156 c,CONFIRMED,CANDIDATE,15.90686437,0,MCMC,2.51,88.24,579,26.55,1,5075,4.569,0.769,290.29651,37.749489
