"","rowid","pl_radj","pl_bmassj","pl_rade","pl_bmasse","pl_dens","pl_orbsmax","pl_eqt","st_age","pl_discmethod","cluster","density","mass_gr","radius_cm","volume_cm3"
"349",2700,0.144,0.113,1.61,36,NA,0.427,270,7,"Transit",2,46.9320688313448,214495470000000004768644642280,1029484800,4570339116539090028068406048
"350",2701,0.126,0.11,1.41,35,NA,0.718,208,7,"Transit",2,68.1961380990566,208800899999999995920884848008,900799200,3061770150337711415462808628
"351",2713,0.545,0.378,6.11,120,3,0.08,NA,0.21,"Transit",2,2.89588308881549,717515819999999988524200222648,3896314000,247770990055225706320886400082
"352",2770,0.208,0.01878,2.33,5.97,2.6,NA,NA,6.3,"Transit",2,2.5881194395567,35648008200000003098026024684,1487033600,13773710615962117765820464222
"353",2771,0.089,0.02265,1,7.2,NA,NA,NA,6.3,"Transit",2,39.8452832223541,42994003500000003444466628466,636278800,1079023664107860910662028280
"354",2795,1.622,0.441,18.181,140.16303,0.14,0.06067,1630,NA,"Transit",3,0.12816362176017,837101790000000033526082466402,11596002400,6531508539657619249282006006228
"355",2839,0.96,0.63,10.76,200.22,0.88,0.0781,1078,0.8,"Transit",3,0.883091250908379,1195859700000000027846484602646,6863232000,1354174553048619757608008242406
"356",2850,1.05,10.1,11.77,3209.9,11,0.0818,767,6.2,"Transit",5,10.8201232637747,19171718999999998628240860426486,7506660000,1771857725889879675206286288884
"357",2866,1.36,2.01,15.244,638.8383,1.1,0.0274,2140,NA,"Orbital Brightness Modulation",4,0.990964425432705,3815361899999999733644464862488,9722912000,3850150219402701658042024046248
"358",2879,0.96,0.43,10.761,136.661,0.603,0.04501,1440,7.5,"Transit",3,0.602744822048576,816221700000000048000628444264,6863232000,1354174553048619757608008242406
"359",2892,0.105,0.006,1.173,1.86,5.57,NA,2250,0.75,"Transit",2,6.42779599828199,11389140000000000097680888608,750666000,1771857725889879736704626400
"360",2903,0.31,0.0343,3.47,10.9,1.43,0.117,NA,3.44,"Transit",2,1.42786704512623,65107916999999994984426000060,2216252000,45598024845684398336042448084
"361",2904,0.332,0.019,3.72,5.9,0.62,0.187,NA,3.44,"Transit",2,0.643899490707207,36065610000000001774888884640,2373534400,56011241692998488020224848444
"362",2905,0.639,0.019,7.16,6,0.09,0.287,NA,3.44,"Transit",2,0.0903087348513614,36065610000000001774888884640,4568338800,399359043832915716960462608846
"363",2906,0.311,0.013,3.49,4.1,0.53,0.386,NA,3.44,"Transit",2,0.535970537441714,24676469999999997278428682428,2223401200,46040721039976032376620626064
"364",2917,1.416,0.59,15.872,187.5197,0.27,0.0474,1680,NA,"Transit",3,0.257715763387351,1119932100000000003782406226088,10123267200,4345609617665194088428024482400
"365",2918,0.238,0.0218,2.67,6.93,1.38,0.0648,NA,2,"Transit",2,2.00541543936833,41380542000000005044262260866,1701509600,20634398832111355502804608426
"366",2919,0.244,0.02121,2.74,6.74,1.22,0.0792,NA,2,"Transit",2,1.81071425759322,40260609900000002016022082484,1744404800,22234656700342066068206628268
"367",2920,0.136,0.02124,1.53,6.75,7.04,0.0372,NA,2,"Transit",2,10.4716837791993,40317555599999994716600664268,972291200,3850150219402703452482604406
"368",2921,0.143,0.01299,1.6,4.13,3.75,0.0491,NA,2,"Transit",2,5.50908877057498,24657488100000001178600644048,1022335600,4475783405724017097028868206
"369",3014,1.204,1.02,13.49,324.2,0.729,0.481,478,7.5,"Transit",3,0.724768722017852,1936153800000000192482006802420,8607636800,2671409156026342319842442422068
"370",3015,0.548,0.02,6.14,6.4,0.152,0.676,403,7.5,"Transit",2,0.150718669609264,37963800000000003256620286426,3917761600,251885185149394461066022828028
"371",3047,0.842,0.252,9.438,80.09,0.524,0.14,NA,1,"Transit",3,0.523531717548875,478343880000000039284444288208,6019626400,913686533147523063926642200200
"372",3048,0.823,0.171,9.225,54.347,0.383,0.225,NA,1,"Transit",3,0.380430507392477,324590490000000011562204600066,5883791600,853218876227323995608088082848
"373",3061,1.367,0.81,15.323,257.4423,0.4,0.0731,2040,NA,"Transit",3,0.393240470383205,1537533900000000136320480800662,9772956400,3909907590390443319240420048244
"374",3072,0.313,0.202,3.51,64.3,NA,NA,NA,NA,"Transit",2,8.16953031287635,383434380000000009122282680248,2237699600,46934690895956685818046480026
"375",3073,0.232,0.019,2.6,6.1,NA,NA,NA,NA,"Transit",2,1.88698469644615,36065610000000001774888884640,1658614400,19112825911054854124808262880
"376",3086,0.132,0.01265,1.478,4.02,6.88,0.053,1037,6.6,"Transit",2,6.82099079804346,24012103500000001818604680808,943694400,3520324863491626881280846644
"377",3099,0.313,0.034,3.51,10.84,1.45,NA,NA,1.41,"Transit",2,1.37506945860295,64538460000000006416866422444,2237699600,46934690895956685818046480026
"378",3111,0.305,0.041,3.42,13,1.71,NA,NA,5.63,"Transit",2,1.79210342741145,77825790000000003590848446624,2180506000,43427063867855595176666002422
"379",3123,0.238,0.027,2.67,8.46,2.26,NA,NA,2.34,"Transit",2,2.48377141573142,51251130000000000446402280806,1701509600,20634398832111355502804608426
"380",3137,0.132,0.011,1.48,3.51,5.44,NA,NA,8.42,"Transit",2,5.93129634612475,20880089999999998712028664400,943694400,3520324863491626881280846644
"381",3149,0.178,0.011,1.99,3.55,2.18,NA,NA,2.79,"Transit",2,2.41886377177646,20880089999999998712028664400,1272557600,8632189312862887285886064640
"382",3160,0.132,0.019,1.48,6.15,10.9,NA,NA,1.47,"Transit",2,10.2449664160337,36065610000000001774888884640,943694400,3520324863491626881280846644
"383",3174,0.89,0.81,9.976,257.431,1.4,0.0464,NA,NA,"Transit",3,1.42493065828286,1537533900000000136320480800662,6362788000,1079023664107860890806806800402
"384",3227,1.363,1.39,15.278,441.77,0.68,0.02383,2212,NA,"Transit",3,0.680778708280742,2638484099999999782084804868608,9744359600,3875685399537984450022886062622
"385",3228,1.25,0.62,14.011,197.046,0.4,0.0434,NA,NA,"Transit",3,0.393677307934459,1176877799999999951444044426840,8936500000,2989447896234679394028428400026
"386",3230,1.093,1.26,12.251,400.449,1.2,0.02289,NA,NA,"Transit",3,1.1967096442599,2391719400000000055682868204282,7814075600,1998579531360884474822044286844
"387",3231,1.2,1.18,13.45,375.02,0.85,0.03035,2013,1.2,"Transit",3,0.846870492299692,2239864200000000007464802442066,8579040000,2644872173923085666404020262624
"388",3232,1.13,1.01,12.666,320.995,NA,0.051,NA,NA,"Transit",3,0.868090043379893,1917171899999999975466264804846,8078596000,2208494285380264261288402628082
"389",3233,1.36,1.03,15.244,327.351,NA,0.051,NA,NA,"Transit",3,0.507807640893376,1955135700000000128268884226248,9722912000,3850150219402701658042024046248
"390",3234,1.61,4.5,18.046,1430.175,NA,0.0308,NA,NA,"Transit",4,1.33725311257099,8541854999999999756068484606242,11510212000,6387612726193233655844202642060
"391",3236,0.551,0.531,6.18,169,NA,0.652,481,2,"Transit",2,3.93657433101502,1007938890000000017448046246426,3939209200,256044673679541591466282020208
"392",3238,0.941,2.31,10.548,734.16,NA,0.03734,NA,NA,"Transit",4,3.43812641756224,4384818900000000055240448866866,6727397200,1275351272018964012260882604622
"393",3248,1.143,1.294,12.812,411.27202,1.076,0.02332,1418,NA,"Transit",3,1.07466799914102,2456257860000000062082466820646,8171535600,2285596911756272847686282002422
"394",3249,1.254,2.494,14.056,792.635,1.573,0.02153,1344,5,"Transit",4,1.56849295150209,4734085860000000785288282682886,8965096800,3018238529836133125020224806604
"395",3253,1.22,6.28536,13.675,1997.59,NA,1168,NA,NA,"Imaging",5,4.2926887189462,11930807498399999548066600600644,8722024000,2779332087542758091464444008688
"396",3255,1.13,9.7,12.666,3082.82,NA,0.03,NA,NA,"Transit",5,8.3371023968168,18412442999999998949826662482288,8078596000,2208494285380264261288402628082
"397",3256,0.81,3.8,9.079,1207.7,NA,0.055,NA,NA,"Transit",4,8.86762403275325,7213122000000000319668080246848,5790852000,813422171864501374400864048646
"398",3263,1.067,0.752,11.96,238.998,0.769,0.03925,1140,3.7,"Transit",3,0.767720812158839,1427438880000000059126822462022,7628196400,1859320285959197521222826086000
"399",3264,1.247,1.197,13.978,380.44251,0.8,0.0367,1470,NA,"Transit",3,0.765549931057229,2272133430000000151466264242226,8915052400,2967975487715308890022084404666
"400",3265,1.336,1.91,14.975,607.03,0.994,0.02282,NA,NA,"Transit",4,0.993328107516046,3625542899999999814088662802886,9551331200,3649894604378173021224068488248
"401",3266,1.838,0.494,20.602,157.00802,0.099,0.0516,1795,2.2,"Transit",3,0.0986663720446696,937705860000000002162428480200,13140229600,9503803986787601766400444686868
"402",3267,1.194,1.79,13.384,568.9157,1.31,0.02459,1480,NA,"Transit",4,1.30412368461551,3397760100000000023240484622628,8536144800,2605397126118261641442846680842
"403",3274,1.483,0.854,16.623,271.415,0.348,0.03889,NA,3.4,"Transit",3,0.324723073820837,1621054260000000078306026848884,10602263600,4992112943887694557224066286600
"404",3275,1.08,3.15,12.106,1001.12,4.14,0.03781,1370,NA,"Transit",4,3.10111605257263,5979298499999999717884488606466,7721136000,1928111814789929913642800226022
"405",3276,1.69,2.03,18.94,645.17,0.53,0.0457,2190,NA,"Transit",4,0.521572464862318,3853325699999999604806020806024,12082148000,7387900933415227625860466660688
"406",3277,1.41,0.5,15.8,158.91,0.24,0.0506,1560,0.9,"Transit",3,0.221203196326392,949095000000000019840648446064,10080372000,4290602558019007538046242040268
"407",3278,1.528,1.49,17.127,473.547,0.55,0.01985,2508,4,"Transit",3,0.517958467739939,2828303100000000264648608626842,10923977600,5460482405743888590406420080680
"408",3279,1.137,1.272,12.745,404.263,1.074,0.02918,1516,3,"Transit",3,1.0732093532725,2414497680000000091040208286200,8128640400,2249791872049533769286406622640
"409",3280,1.085,1.925,12.162,611.797,1.86,0.0917,1140,7,"Transit",4,1.86904712279271,3654015750000000139646688680062,7756882000,1955015315258718528000424044828
"410",3281,1.005,0.487,11.265,154.777,0.594,0.0435,NA,NA,"Transit",3,0.59498978229205,924418529999999934662442240046,7184946000,1553671268839118283048848020086
"411",3282,1.409,0.475,15.793,150.96925,0.228,0.05885,1496,6.2,"Transit",3,0.210590784306773,901640250000000039926060482686,10073222800,4281480089302279881860684866200
"412",3283,1.339,1.769,15.009,562.24127,0.97,0.02851,2043,4.3,"Transit",4,0.913828784361814,3357898109999999679884848824868,9572778800,3674537470763778600202804600062
"413",3284,1.021,0.2755,11.444,87.5585,0.3445,0.09459,1001,4.6,"Transit",3,0.321013360986815,522951345000000085188486846204,7299333200,1629064109333068147840464080446
"414",3285,1.44,0.514,16.141,163.36462,0.233,0.05453,1729,1.17,"Transit",3,0.213478613976205,975669660000000014268662488224,10294848000,4570339116539091189228442268826
"415",3286,1.4,1.23,15.693,390.9309,0.7,0.0363,1600,8,"Transit",3,0.555903919538919,2334773699999999967204008420462,10008880000,4199959053961195933640468068842
"416",3287,1.9,1.47,21.297,467.2101,0.266,0.0234,2580,NA,"Transit",3,0.265787935400968,2790339299999999830442860820624,13583480000,10498367037580117491468882042406
"417",3288,1.473,4.85,16.511,1541.4755,2,0.0514,1880,2.6,"Transit",4,1.88196797912461,9206221499999999474468886246644,10530771600,4891805600370651392000068028660
"418",3289,1.865,1.183,20.905,375.99289,0.243,0.02544,2358,1.5,"Transit",3,0.226165818162063,2245558770000000016266262862408,13333258000,9928815893792163245806826602640
"419",3290,1.318,0.899,14.773,285.72917,0.521,0.04263,1520,6.9,"Transit",3,0.486958771048574,1706472810000000211042424822464,9422645600,3504347619256208035424486266000
"420",3291,1.24,0.6,13.899,190.698,0.43,0.0449,1400,2.1,"Transit",3,0.390269782742229,1138913999999999939468200248826,8865008000,2918273590123801493444068662026
"421",3292,0.96,0.28,10.761,88.9924,0.41,0.0449,1480,6.4,"Transit",3,0.392485000403724,531493200000000028000482200428,6863232000,1354174553048619757608008242406
"422",3293,1.37,0.18,15.356,57.2094,0.09,0.052,1400,11.41,"Transit",3,0.0868139536949364,341674199999999967744020682608,9794404000,3935706017959286747622622460228
"423",3294,0.93,1,10.424,317.83,1.6,0.0628,1100,1,"Transit",3,1.5418065491051,1898190000000000039680286882028,6648756000,1231146670833478843068468084628
"424",3295,1.389,0.477,15.569,151.599,0.222,0.05362,NA,NA,"Transit",3,0.220744744958239,905436629999999998962844422208,9930238800,4101735831452271244884860264280
"425",3296,0.89,1.23,9.976,390.9309,2.34,0.1012,833,2,"Transit",3,2.16378359220731,2334773699999999967204008420462,6362788000,1079023664107860890806806800402
"426",3297,1.22,0.27,13.675,85.8141,0.2,0.0607,1460,4.5,"Transit",3,0.184400886204684,512511300000000021962860866466,8722024000,2779332087542758091464444008688
"427",3298,0.87,0.41,9.752,130.3103,0.84,0.067,763,0.5,"Transit",3,0.772155609118862,778257900000000035908484466240,6219804000,1007902928903283342164206820266
"428",3299,1.21,1.16,13.563,368.6828,0.88,0.0345,1790,6.8,"Transit",3,0.812045959967225,2201900399999999854662022880604,8650532000,2711546523904719373608622280646
"429",3300,1.3,1.9,14.572,603.877,1.16,0.0243,NA,0.6,"Transit",4,1.07251228575112,3606561000000000159884040628424,9293960000,3362722318350126176206240428426
"430",3301,1.38,1.51,15.468,479.9233,0.773,0.0661,1742,3.62,"Transit",3,0.712555045878493,2866266900000000136846264864488,9865896000,4022519967515272709220846280606
"431",3302,1.09,1.22,12.218,387.7526,1.2,0.0494,1590,3.44,"Transit",3,1.16831262181048,2315791800000000031428280808244,7792628000,1982167920441805650460448200046
"432",3303,0.8,0.117,8.967,37.18611,0.31,0.062,910,0.5,"Transit",3,0.283396598005797,222088230000000028288084626420,5719360000,783665829310543942808806240248
"433",3304,1.281,7.341,14.36,2333,4.656,0.036,NA,NA,"Transit",5,4.33098387304335,13934612790000001095280486484046,9158125200,3217424307841685533008842004840
"434",3305,1.44,2.44,16.141,775.5052,1.1,0.0323,1320,0.5,"Transit",4,1.01340042432284,4631583600000000063846460606488,10294848000,4570339116539091189228442268826
"435",3306,1.21,2.69,13.563,854.9627,1.98,0.0469,1540,5,"Transit",4,1.88310657957917,5106131099999999862060840626868,8650532000,2711546523904719373608622280646
"436",3307,1.53,0.84,17.15,266.9772,0.31,0.0347,2000,2,"Transit",3,0.290859816207097,1594479599999999943206464468026,10938276000,5481952167860488135680242446666
"437",3308,1.428,0.542,16.01,172,0.247,0.0499,NA,NA,"Transit",3,0.230830608252131,1028818980000000143780282606622,10209057600,4457030147736052718064608622882
"438",3309,1.065,0.574,11.938,182.43442,0.64,0.0529,1339,1.6,"Transit",3,0.589307272726905,1089561059999999909602846400828,7613898000,1848884462189424506082826044626
"439",3310,1.008,0.855,11.3,272,1.104,0.0421,NA,NA,"Transit",3,1.03529293456487,1622952449999999987526264400886,7206393600,1567626316972908244746824606246
"440",3311,1.991,0.486,22.317,154.46538,0.0817,0.0515,1771,NA,"Transit",3,0.0763662071005728,922520340000000025542424404804,14234057200,12080216826600520438444220040468
"441",3312,1.165,10.43,13.059,3314.83,8.78,0.02026,NA,NA,"Transit",5,8.18060200123709,19798121699999999038840862446804,8328818000,2420130168538463501648808480086
"442",3313,1.392,1.069,15.603,339.76027,0.492,0.01634,2520,NA,"Transit",3,0.491517212597694,2029165109999999961600440484828,9951686400,4128370396787848227202660806640
"443",3314,1.071,0.915,12.005,290.802,0.92,0.03138,1304,5.6,"Transit",3,0.923700998991719,1736843850000000164422022886826,7656793200,1880309593576147293224048666424
"444",3315,1.462,0.311,16.388,98.841,0.132,0.06,1379,7,"Transit",3,0.123423257039244,590337090000000025566840200820,10452130400,4783029585844540543680206826204
"445",3316,1.07,0.3,11.99,95.345,0.32,0.052,NA,12,"Transit",3,0.303702700334241,569456999999999969784600624468,7649644000,1875047536203274274886022642800
"446",3317,1.199,0.617,13.44,196.10111,0.444,0.0489,1502,1.3,"Transit",3,0.443921670909995,1171183229999999942662684406608,8571890800,2638265502108042947624060426866
"447",3318,0.962,0.884,10.783,280.95,NA,0.0376,NA,NA,"Transit",3,1.23141880280899,1677999960000000166824626882604,6877530400,1362655788731111692742600608826
"448",3319,1.3,1.071,14.571,340.382,0.648,0.03651,NA,NA,"Transit",3,0.604558241073395,2032961490000000061482260844628,9293960000,3362722318350126176206240428426
"449",3320,1.22,0.58,13.675,184.334,0.422,0.0473,NA,NA,"Transit",3,0.39612042221747,1100950199999999927386066440802,8722024000,2779332087542758091464444008688
"450",3321,1.281,1.028,14.359,326.715,0.649,0.03985,NA,NA,"Transit",3,0.606491134925564,1951339320000000028426224866448,9158125200,3217424307841685533008842004840
"451",3322,1.213,0.907,13.597,288.26,0.676,0.04469,1468,5,"Transit",3,0.630236593711437,1721658330000000047086682886482,8671979600,2731765097709139256004268820446
"452",3323,0.792,0.244,8.878,77.547,0.65,0.0457,NA,NA,"Transit",3,0.609106190426953,463158359999999992244604222228,5662166400,760390170514191366704468064628
"453",3324,1.4,1.98,15.693,629.3034,0.95,0.0315,NA,NA,"Transit",4,0.894869724135821,3758416200000000208008802620400,10008880000,4199959053961195933640468068842
"454",3325,1.549,0.478,17.363,151.916,0.172,0.04659,NA,NA,"Transit",3,0.159496947229945,907334820000000048808620422608,11074110800,5688728441252901776682666224486
"455",3326,1.18,3.6,13.227,1144.14,2.926,0.0394,NA,NA,"Transit",4,2.71728512013565,6833484000000000480448886226644,8436056000,2514820380593284035624044400022
"456",3327,1.497,4.1,16.78,1303,NA,0.02555,NA,NA,"Transit",4,1.51564394010248,7782578999999998952028262280220,10702352400,5134833316770813850464200424866
"457",3328,1.22,0.59,13.675,187.51,0.45,0.0524,1250,NA,"Transit",3,0.402950084669496,1119932100000000003782406226088,8722024000,2779332087542758091464444008688
"458",3329,1.32,0.72,14.796,228.828,0.426,0.04317,NA,NA,"Transit",3,0.388230306291802,1366696799999999870966080428402,9436944000,3520324863491626604268448222028
"459",3330,1.327,2.361,14.874,750.39663,1.26,0.02677,1733,1.4,"Transit",4,1.25303138850617,4481626590000000486822484468246,9486988400,3576627553873859440008688426286
"460",3331,1.16,1.8,13.002,572.07,1.53,0.0446,NA,NA,"Transit",4,1.43013576993814,3416742000000000240224448668822,8293072000,2389103238881855831040064206400
"461",3332,1.094,2.691,12.263,855.245,2.74,0.07522,NA,NA,"Transit",4,2.54882761334426,5108029290000000334064020604002,7821224800,2004070131403620249060648844244
"462",3333,1.27,0.28,14.235,88.989,0.186,0.0486,NA,NA,"Transit",3,0.169521817607932,531493200000000028000482200428,9079484000,3135249536016835138822626664644
"463",3334,1.33,1.216,14.908,386.48128,NA,NA,1664,7,"Transit",3,0.640999046920088,2308199040000000113606222226460,9508436000,3600939893889979914240022864806
"464",3335,1.18,0.94,13.227,298.7602,0.74,0.04,1244,NA,"Transit",3,0.709513336924308,1784298599999999862824086464088,8436056000,2514820380593284035624044400022
"465",3337,1.122,0.527,12.576,167.49641,0.464,0.0561,1021,4.4,"Transit",3,0.462712014419295,1000346130000000099446482664262,8021402400,2161919506791795965866266682246
"466",3338,0.93,1.78,10.424,565.714,2.939,0.0142,NA,NA,"Transit",4,2.74441565740708,3378778200000000369066688624286,6648756000,1231146670833478843068468084628
"467",3339,1.14,0.889,12.778,282.539,0.811,0.03473,NA,NA,"Transit",3,0.744159342943629,1687490909999999993926022424880,8150088000,2267647280117304529024844004284
"468",3340,0.992,1.002,11.119,318.46566,1.275,0.0405,1170,7.2,"Transit",3,1.27295026792875,1901986380000000139462846840828,7092006400,1494156078143386389446626606284
"469",3341,1.174,1.91,13.159,607.0553,1.467,0.02335,1636,9.6,"Transit",4,1.46388785681819,3625542899999999814088662802886,8393160800,2476653442484478935888462668088
"470",3342,1.15,1.21,12.9,383,0.98,0.052,NA,6.5,"Transit",3,0.986666949885049,2296809900000000095842402286886,8221580000,2327847203423189328640206008862
"471",3344,0.331,0.05286,3.71,16.8,1.8,0.088,NA,6.5,"Transit",2,1.80768148245145,100338323399999996818862840424,2366385200,55506638959385971578240226424
"472",3345,0.162,0.02863,1.82,9.1,8.5,0.0173,NA,6.5,"Transit",2,8.35131829137255,54345179700000002544242680026,1158170400,6507377374916012042008400024
"473",3346,1.396,0.907,15.65,288,0.415,0.0332,1956,6.6,"Transit",3,0.413456442906347,1721658330000000047086682886482,9980283200,4164062163109111200442280266882
"474",3347,1.115,0.378,12.498,120.135,0.363,0.0379,NA,NA,"Transit",3,0.338178450125748,717515819999999988524200222648,7971358000,2121707695251425498624406682684
"475",3348,1.087,1.58,12.184,502.15,1.64,0.0267,1706,5.4,"Transit",3,1.52562285602067,2999140199999999967046226826420,7771180400,1965846400481149927880684480844
"476",3349,1.153,1.468,12.924,466.555,1.274,0.02945,NA,NA,"Transit",3,1.18772764613412,2786542920000000012002264800640,8243027600,2346112704431678831044646266042
"477",3350,1.27,0.46,14.24,146.2,0.29,0.0272,1315,0.4,"Transit",3,0.278500128927317,873167399999999995762460460026,9079484000,3135249536016835138822626664644
"478",3351,1.653,0.636,18.528,202.131,0.188,0.04987,1759,6.3,"Transit",3,0.174629369779281,1207248840000000045520604648600,11817627600,6913206189347620155880882688206
"479",3352,1.335,0.627,14.964,199.27941,0.329,0.0558,1300,1.1,"Transit",3,0.326815371831131,1190165130000000019064024662804,9544182000,3641704866364030664844002286882
"480",3353,1.092,0.571,12.24,181.473,0.583,0.05458,1216,6.2,"Transit",3,0.543809668697581,1083866489999999900800486464006,7806926400,1993098968975394144640686842688
"481",3354,1.05,0.644,11.769,204.68252,0.693,0.03769,1338,NA,"Transit",3,0.689916770482267,1222434360000000022264428424006,7506660000,1771857725889879675206286288884
"482",3355,1.37,0.89,15.36,282.86,0.45,0.0561,1270,3.2,"Transit",3,0.429246771047186,1689389100000000184588844862648,9794404000,3935706017959286747622622460228
"483",3356,0.775,0.863,8.687,274.276,2.4,0.0697,670,0.5,"Transit",3,2.29924060164467,1638137970000000104902606808260,5540630000,712469138213818730560422848646
"484",3357,1.23,0.485,13.787,154.14755,0.325,0.0414,1184,9,"Transit",3,0.323225142824817,920622149999999975606848404404,8793516000,2848238048421140116264200466808
"485",3358,0.86,0.514,9.64,163.358,1.1,0.0531,1320,3.6,"Transit",3,1.00218176650346,975669660000000014268662488224,6148312000,973545610796772132648242066426
"486",3359,1.24,2.06,13.899,654.702,1.423,0.0514,NA,NA,"Transit",4,1.33992625408165,3910271400000000256426668442486,8865008000,2918273590123801493444068662026
"487",3360,1.39,0.57,15.581,181.155,0.279,0.0567,NA,NA,"Transit",3,0.263214122159012,1081968299999999991686268428064,9937388000,4110601251654596714040428060446
"488",3361,1.43,0.38,16.029,120.77,0.173,0.0574,NA,NA,"Transit",3,0.16115887088672,721312200000000088246802400448,10223356000,4475783405724018276488022262402
"489",3362,1.271,1.271,14.247,403.945,0.823,0.02648,1689,1.2,"Transit",3,0.767693088400339,2412599489999999900426284848842,9086633200,3142661470389413850248806600666
"490",3363,1.112,1.55,12.464,492.62,1.5,0.0334,1480,8,"Transit",3,1.39796425899969,2942194499999999878660666842600,7949910400,2104627840847154094080006606028
"491",3364,1.39,2.32,15.581,737.335,1.144,0.0546,NA,NA,"Transit",4,1.07132765510335,4403800799999999709224044660208,9937388000,4110601251654596714040428060446
"492",3365,1.4,0.42,15.693,133.483,0.213,0.0517,NA,NA,"Transit",3,0.189820850574265,797239799999999971608282284068,10008880000,4199959053961195933640468068842
"493",3366,1.24,0.95,13.9,301.93,0.665,0.06206,1490,NA,"Transit",3,0.617927156008529,1803280500000000079942020864262,8865008000,2918273590123801493444068662026
"494",3367,1.057,0.26,9.113,82.632,0.291,0.04525,963,2,"Transit",3,0.273040529693493,493529400000000015966248262044,7556704400,1807531653099344299946844022202
"495",3368,1.33,0.96,14.908,305.104,0.545,0.0618,NA,NA,"Transit",3,0.506051879147438,1822262400000000015626808886080,9508436000,3600939893889979914240022864806
"496",3369,1.164,0.59,13.047,187.512,0.499,0.04853,1387,9.5,"Transit",3,0.463950665955765,1119932100000000003782406226088,8321668800,2413903421590903129284888666044
"497",3370,1.46,2.242,16.37,712.545,0.94,0.04619,2049,2,"Transit",4,0.893420210530115,4255741980000000042040822624048,10437832000,4763427030014060208840662880446
"498",3371,1.27,1.5461,14.24,491.3763,0.96,0.03708,2210,3.7,"Transit",3,0.936063150727229,2934791559000000176640422462028,9079484000,3135249536016835138822626664644
"499",3372,1.16,1.88,13.002,597.5,1.596,0.05512,1790,NA,"Transit",4,1.49369735971317,3568597199999999725648062828066,8293072000,2389103238881855831040064206400
"500",3373,1.56,0.95,17.486,301.9385,0.33,0.037,1910,2,"Transit",3,0.310333416015949,1803280500000000079942020864262,11152752000,5810784166109018446828286000462
"501",3374,1.27,1.07,14.235,340.06,0.69,0.0375,1710,3.5,"Transit",3,0.647815517287455,2031063300000000152262462822286,9079484000,3135249536016835138822626664644
"502",3375,1.83,0.92,20.512,292.4036,0.201,0.033,2160,5.3,"Transit",3,0.186171539432987,1746334799999999991524820820042,13083036000,9380245795456810388048646828626
"503",3376,1.21,1.76,13.56,559.36,1.33,0.024,NA,1,"Transit",4,1.23206973236407,3340814399999999934620884848008,8650532000,2711546523904719373608622280646
"504",3377,1.7,0.89,19.055,282.857,0.2394,0.0362,NA,NA,"Transit",3,0.224658044468246,1689389100000000184588844862648,12153640000,7519824647270901570460860200464
"505",3378,2.09,0.9,23.43,286.03,0.13,0.0535,1900,NA,"Transit",3,0.122259434551727,1708371000000000120162224884466,14941828000,13973326527019132086662402844628
"506",3379,1.038,2.244,11.635,713.18,NA,0.0801,NA,NA,"Transit",4,2.48833887071878,4259538360000000423264460406864,7420869600,1711799952218564500806204488468
"507",3381,0.999,0.538,11.198,170.99254,0.717,0.0344,825,NA,"Transit",3,0.669213267878215,1021226220000000084068046486480,7142050800,1526010121164910683786400280868
"508",3382,1.67,1.24,18.719,394.1092,0.354,0.0447,2190,NA,"Transit",3,0.330180182670046,2353755599999999902888088842680,11939164000,7128700399176119789206408484882
"509",3383,1.04,0.3,11.657,95.349,0.35,0.059,1120,5,"Transit",3,0.330750088122261,569456999999999969784600624468,7435168000,1721713826995264964706424246242
"510",3384,0.942,0.694,10.559,220.565,1.104,0.0771,797,1,"Transit",3,1.02964020838712,1317343859999999981922284422882,6734546400,1279421538969966458722266280868
"511",3385,1.24,1.265,13.899,402.05495,0.88,0.039,1452,NA,"Transit",3,0.822818791948199,2401210349999999882622666808468,8865008000,2918273590123801493444068662026
"512",3386,1.7,0.56,19.055,177.98,0.146,0.06431,1772,NA,"Transit",3,0.141357870676649,1062986400000000056000864400846,12153640000,7519824647270901570460860200464
"513",3387,1.04,5.9,11.657,1875.197,7,0.0427,1120,1.3,"Transit",5,6.50475173307114,11199321000000002007240086400602,7435168000,1721713826995264964706424246242
"514",3388,1.63,0.63,18.271,200.2329,0.193,0.0562,1840,4.4,"Transit",3,0.180408280826304,1195859700000000027846484602646,11653196000,6628629764236620172066244486480
"515",3389,1.461,0.805,16.376,255.85315,0.346,0.0348,1871,2.29,"Transit",3,0.320128223298347,1528042950000000027788468480020,10444981200,4773221599321234598400646840464
"516",3390,1.597,1.47,17.901,467.2101,0.479,0.04211,1942,0.7,"Transit",3,0.447590971939378,2790339299999999830442860820624,11417272400,6234127752643596780462268804422
"517",3391,1.72,0.452,19.28,143.653,0.118,0.055,1604,4,"Transit",3,0.110162003516431,857981880000000019042466468820,12296624000,7788364886374177061824626088268
"518",3393,1.21,1.13,13.56,359.13,1.13,0.03416,1570,2.4,"Transit",3,0.791044771347383,2144954699999999766284422848084,8650532000,2711546523904719373608622280646
"519",3394,1.2,0.48,13.45,152.55,0.37,0.0453,1285,8,"Transit",3,0.344489691782926,911131200000000007868404448040,8579040000,2644872173923085666404020262624
"520",3395,1.13,1.32,12.67,419.52,1.21,0.03303,1555,11.9,"Transit",3,1.13453352204105,2505610800000000232488068280622,8078596000,2208494285380264261288402628082
