rowid,epic_candname,pl_name,k2c_disp,ra_str,ra,dec_str,dec,pl_orbper,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,st_teff,st_logg,st_metfe,st_rad
358,EPIC 206007892.01,,CANDIDATE,22h28m10.62s,337.04427,-14d35m57.8s,-14.599381,6.37961,,,0.01388,1.41,0.126,5347,,,0.83
359,EPIC 206008091.01,,CANDIDATE,22h21m48.17s,335.450723,-14d35m35.8s,-14.593286,12.400731,,,0.01629,1.92,0.171,5749,,,0.98
360,EPIC 206008091.02,,CANDIDATE,22h21m48.17s,335.450723,-14d35m35.8s,-14.593286,7.5767206,,,0.01287,1.5,0.134,5749,,,0.98
362,EPIC 206011496.01,,CANDIDATE,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,2.36840828,,,,,,,,,
364,EPIC 206011691.02,K2-21 c,CONFIRMED,22h41m12.89s,340.303689,-14d29m20.4s,-14.488987,15.4941223,,,,,,,,,
368,EPIC 206011691.01,K2-21 b,CONFIRMED,22h41m12.89s,340.303689,-14d29m20.4s,-14.488987,9.32389,,,2.46,1.25,0.112,4006,4.83,,0.46
369,EPIC 206024342.02,,CANDIDATE,22h05m06.53s,331.277219,-14d07m18.0s,-14.121665,0.9116567,,,0.01593,1.35,0.12,5648,,,0.94
370,EPIC 206024342.01,,CANDIDATE,22h05m06.53s,331.277219,-14d07m18.0s,-14.121665,14.637,,,2.49,4,0.36,6438,4.2,,1.5
372,EPIC 206026136.01,K2-57 b,CONFIRMED,22h50m46.01s,342.691712,-14d04m11.6s,-14.069886,9.0063,,,3.08,2.1,0.187,4434,4.68,,0.62
377,EPIC 206026904.03,K2-58 d,CONFIRMED,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,22.8827,,,1.8,1.71,0.153,5413,4.52,,0.86
378,EPIC 206026904.02,K2-58 c,CONFIRMED,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,2.53726,,,1.69,1.62,0.145,5413,4.52,,0.86
380,EPIC 206026904.01,K2-58 b,CONFIRMED,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,7.05240378,,,,,,,,,
383,EPIC 206027655.01,K2-59 b,CONFIRMED,22h35m46.16s,338.942343,-14d01m39.9s,-14.027745,20.6921,,,2.99,2.41,0.215,5055,4.59,,0.73
384,EPIC 206027655.02,K2-59 c,CONFIRMED,22h35m46.16s,338.942343,-14d01m39.9s,-14.027745,11.2954,,,2.86,2.3,0.205,5055,4.59,,0.73
386,EPIC 206028176.01,,CANDIDATE,22h01m12.07s,330.300307,-14d00m52.4s,-14.014557,9.3826,,,1.58,2.39,0.213,6377,4.22,,1.38
387,EPIC 206029450.01,,CANDIDATE,22h23m31.90s,335.882932,-13d58m46.6s,-13.979621,4.2304959,,,0.03081,2.56,0.228,4335,,,0.67
388,EPIC 206032309.01,,CANDIDATE,22h44m57.77s,341.240699,-13d54m03.3s,-13.900921,4.1107634,,,0.04665,1.01,0.09,2989,,,0.18
389,EPIC 206036749.01,,CANDIDATE,22h09m54.30s,332.476246,-13d46m39.7s,-13.7777,1.131316,,,3.13,4.6,0.41,6292,4.27,,1.32
392,EPIC 206038483.01,K2-60 b,CONFIRMED,22h34m25.48s,338.606184,-13d43m54.1s,-13.731702,3.00234671,,,,,,,,,
394,EPIC 206042996.01,,CANDIDATE,22h30m03.26s,337.513575,-13d36m36.4s,-13.610113,0.35490972,,,0.02145,1.45,0.129,3893,,,0.57
395,EPIC 206044803.01,K2-61 b,CONFIRMED,22h38m41.94s,339.674743,-13d33m36.1s,-13.560024,2.57275378,,,,,,,,,
398,EPIC 206049452.01,,CANDIDATE,22h18m06.37s,334.52654,-13d26m14.4s,-13.437336,14.454495,,,0.02923,2.21,0.197,4521,,,0.7
399,EPIC 206049764.01,,CANDIDATE,22h09m21.80s,332.340822,-13d25m43.9s,-13.428865,5.6315915,,,0.01372,1.23,0.11,5032,,,0.77
400,EPIC 206055981.01,,CANDIDATE,22h31m26.14s,337.858905,-13d15m52.7s,-13.264627,20.643928,,,0.03129,2.54,0.227,4396,,,0.68
401,EPIC 206056433.01,,CANDIDATE,22h20m42.97s,335.179036,-13d15m08.1s,-13.252261,28.564994,,,0.02852,2.25,0.201,4418,,,0.68
404,EPIC 206061524.01,,CANDIDATE,22h20m13.77s,335.057358,-13d06m52.7s,-13.114627,5.87913354,,,,,,,,,
407,EPIC 206082454.02,,CANDIDATE,22h21m14.01s,335.308377,-12d33m24.8s,-12.5569,14.317001,,,0.01714,1.8,0.161,5449,,,0.86
408,EPIC 206082454.01,,CANDIDATE,22h21m14.01s,335.308377,-12d33m24.8s,-12.5569,29.626,89,36.8,0.0348,,,,,,
411,EPIC 206096602.01,K2-62 b,CONFIRMED,22h17m27.40s,334.36418,-12d11m15.0s,-12.187498,6.67010938,,,,,,,,,
412,EPIC 206096602.02,K2-62 c,CONFIRMED,22h17m27.40s,334.36418,-12d11m15.0s,-12.187498,16.1966,,,2.69,2.14,0.191,4880,4.6,,0.73
415,EPIC 206101302.02,K2-63 b,CONFIRMED,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,20.257,,,1.8,3.22,0.287,6771,4.15,,1.63
418,EPIC 206101302.01,,CANDIDATE,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,25.4556,,,2.19,3.9,0.35,6771,4.15,,1.63
419,EPIC 206103150.03,WASP-47 e,CONFIRMED,,,,,0.789518,,,1.344,1.64,0.146,5950,4.32,,1.1
424,EPIC 206103150.01,WASP-47 b,CONFIRMED,,,,,4.15810694,,,,,,,,,
426,EPIC 206103150.02,WASP-47 d,CONFIRMED,,,,,9.03164,,,2.6,3.18,0.284,5950,4.32,,1.1
428,EPIC 206114294.01,,CANDIDATE,22h09m22.61s,332.344222,-11d44m03.4s,-11.734278,3.291897,,,7.77,3.39,0.302,3850,4.88,,0.4
429,EPIC 206114630.01,,CANDIDATE,22h01m19.33s,330.33053,-11d43m27.4s,-11.724275,7.4448754,,,0.03097,2.11,0.188,5132,,,0.78
430,EPIC 206119924.01,,CANDIDATE,,,,,4.6556782,,,0.01,0.814,0.073,4264,,,0.66
433,EPIC 206125618.01,K2-64 b,CONFIRMED,22h09m39.27s,332.413612,-11d25m43.5s,-11.428742,6.53147301,,,,,,,,,
434,EPIC 206135075.01,,CANDIDATE,22h31m45.75s,337.940608,-11d10m55.4s,-11.182043,54.976021,,,0.2481,39.1,3.488,6333,,,1.41
435,EPIC 206135267.01,,CANDIDATE,,,,,2.573088,,,12.35,34,3.03,5165,3.68,,2.5
437,EPIC 206135682.01,,CANDIDATE,22h10m32.56s,332.635676,-11d09m58.3s,-11.166197,5.025831,,,0.01961,1.72,0.153,4679,,,0.72
440,EPIC 206144956.01,K2-65 b,CONFIRMED,,,,,12.65309622,,,,,,,,,
441,EPIC 206146957.01,,CANDIDATE,21h58m54.25s,329.726059,-10d52m30.3s,-10.87507,5.7619248,,,0.01357,1.37,0.122,5350,,,0.83
443,EPIC 206151047.01,,CANDIDATE,22h14m51.60s,333.71501,-10d46m09.0s,-10.769168,0.358378,85.4,4.9,0.017,1.65,0.147,5928,4.25,-0.169,0.89
444,EPIC 206152015.01,,CANDIDATE,22h49m21.93s,342.341367,-10d44m36.4s,-10.743431,0.80858305,,,,,,,,,
445,EPIC 206153219.01,K2-66 b,CONFIRMED,22h06m06.41s,331.5267,-10d42m41.6s,-10.711549,5.06965,,,1.324,2.49,0.222,5958,4.04,,1.71
448,EPIC 206154641.01,WASP-75 b,CONFIRMED,,,,,2.48450535,,,,,,,,,
451,EPIC 206155547.01,K2-67 b,CONFIRMED,22h14m25.51s,333.606312,-10d39m10.0s,-10.652785,24.3949924,,,,,,,,,
455,EPIC 206159027.01,K2-68 b,CONFIRMED,22h16m04.75s,334.019783,-10d34m02.3s,-10.567318,8.05428,,,2.11,1.58,0.141,4746,4.63,,0.68
456,EPIC 206162305.01,K2-69 b,CONFIRMED,22h23m02.29s,335.759539,-10d29m18.9s,-10.48858,7.06599,,,4.28,2.32,0.207,4127,4.79,,0.49
459,EPIC 206169375.01,,CANDIDATE,22h56m03.93s,344.016383,-10d19m56.0s,-10.332234,0.367453,85.3,5.2,0.0246,2.55,0.227,6167,4.16,-0.168,0.95
460,EPIC 206175552.01,,CANDIDATE,22h38m02.77s,339.511537,-10d12m18.4s,-10.205107,6.57986525,,,,,,,,,
463,EPIC 206181769.01,K2-70 b,CONFIRMED,22h33m54.19s,338.475795,-10d05m05.8s,-10.084946,13.98746633,,,,,,,,,
465,EPIC 206192335.01,,CANDIDATE,22h10m39.41s,332.664193,-09d53m23.1s,-9.889762,3.59912,,,1.63,1.46,0.13,5518,4.56,,0.82
466,EPIC 206192813.01,K2-71 b,CONFIRMED,22h46m53.86s,341.724437,-09d52m53.8s,-9.881619,6.98541,,,4.57,2.15,0.192,4006,4.85,,0.43
468,EPIC 206209135.01,K2-72 b,CONFIRMED,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,5.57739,,,2.95,0.75,0.067,3497,5.05,,0.23
469,EPIC 206209135.03,K2-72 d,CONFIRMED,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,7.7599,,,2.86,0.73,0.065,3497,5.05,,0.23
470,EPIC 206209135.02,K2-72 c,CONFIRMED,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,15.1871,,,3.34,0.86,0.077,3497,5.05,,0.23
472,EPIC 206209135.04,K2-72 e,CONFIRMED,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,24.1669,,,3.2,0.82,0.073,3497,5.05,,0.23
473,EPIC 206215704.01,,CANDIDATE,22h20m22.76s,335.094822,-09d30m34.3s,-9.509531,0.62309386,,,0.03441,2.52,0.225,4231,,,0.65
477,EPIC 206245553.01,K2-73 b,CONFIRMED,22h20m06.11s,335.025479,-09d03m21.9s,-9.056093,7.49491004,,,,,,,,,
480,EPIC 206247743.01,K2-39 b,CONFIRMED,22h33m28.41s,338.368392,-09d01m22.0s,-9.022769,4.60497,,,2.52,7.09,0.633,4993,3.68,,2.59
482,EPIC 206268299.01,K2-74 b,CONFIRMED,22h39m40.64s,339.91935,-08d42m52.2s,-8.714505,19.5666,,,2.15,2.31,0.206,6060,4.44,,0.98
484,EPIC 206298289.01,,CANDIDATE,22h29m25.85s,337.357688,-08d16m00.1s,-8.266702,0.434827,84.8,5.2,0.0297,1.62,0.145,3724,4.94,0.017,0.5
486,EPIC 206311743.01,,CANDIDATE,22h20m28.44s,335.118513,-08d03m37.9s,-8.060535,4.31444335,,,,,,,,,
487,EPIC 206312951.01,,CANDIDATE,22h28m20.41s,337.08506,-08d02m29.5s,-8.041529,1.5339666,,,0.02385,1.47,0.131,3757,,,0.52
488,EPIC 206317286.01,,CANDIDATE,22h30m28.22s,337.617598,-07d58m20.7s,-7.972406,17.501662,,,0.03159,2.63,0.235,4749,,,0.73
489,EPIC 206318379.01,K2-28 b,CONFIRMED,22h22m29.85s,335.624384,-07d57m19.3s,-7.955366,2.2604439,,,0.0774,1.6,0.143,2997,,,0.18
490,EPIC 206348688.02,K2-75 c,CONFIRMED,22h35m22.76s,338.84485,-07d28m11.5s,-7.469853,18.311,,,1.62,2.77,0.247,5995,4.12,,1.56
492,EPIC 206348688.01,K2-75 b,CONFIRMED,22h35m22.76s,338.84485,-07d28m11.5s,-7.469853,7.8142,,,1.56,2.67,0.238,5995,4.12,,1.56
494,EPIC 206403979.01,,CANDIDATE,22h11m33.45s,332.889367,-06d34m06.8s,-6.568565,23.8039,,,21,12,1.1,4840,4.81,,0.48
495,EPIC 206417197.01,,CANDIDATE,22h28m32.03s,337.133466,-06d20m51.0s,-6.347505,0.442094,81.6,3.2,0.0138,1.16,0.103,5007,4.59,-0.063,0.77
500,EPIC 206432863.01,K2-76 b,CONFIRMED,22h28m25.34s,337.105587,-06d05m12.0s,-6.086677,11.99899626,,,,,,,,,
501,EPIC 206439513.01,,CANDIDATE,22h31m24.84s,337.853509,-05d58m40.7s,-5.977968,18.406118,,,0.02417,5.2,0.464,6684,,,1.84
502,EPIC 206500801.01,,CANDIDATE,22h17m58.14s,334.492238,-04d51m52.6s,-4.864619,8.15306759,,,,,,,,,
503,EPIC 206532093.01,,CANDIDATE,22h22m18.70s,335.577903,-04d12m22.6s,-4.206278,2.2021868,,,0.5916,56.5,5.041,5695,,,0.96
504,EPIC 206535016.01,,CANDIDATE,22h20m57.66s,335.240257,-04d08m22.1s,-4.139476,20.398147,,,0.03633,2.93,0.261,5399,,,0.85
505,EPIC 206543223.01,,CANDIDATE,22h24m02.68s,336.011157,-03d57m15.8s,-3.95439,17.80345864,,,,,,,,,
508,EPIC 207389002.01,,CANDIDATE,,,,,2.931226,,,75,90,8,6097,4.37,,1.12
510,EPIC 207739861.01,,CANDIDATE,,,,,1.81449,,,27,27,2.4,5614,4.49,,0.92
511,EPIC 208445756.01,,CANDIDATE,,,,,22.4844,,,65,79,7,6173,4.35,,1.15
512,EPIC 208833261.01,,CANDIDATE,,,,,3.47451,,,5.36,10.6,0.95,7143,4.12,,1.83
513,EPIC 209036259.01,,CANDIDATE,,,,,0.369181,,,7.05,16.5,1.47,6020,3.76,,2.22
514,EPIC 209286622.01,,CANDIDATE,,,,,6.71694,,,44,39,3.5,5267,4.55,,0.82
515,EPIC 210363145.01,K2-77 b,CONFIRMED,03h40m54.82s,55.228426,+12d34m21.4s,12.572612,8.20075,,,2.7,2.47,0.22,5297,4.54,,0.83
516,EPIC 210389383.01,,CANDIDATE,04h10m24.88s,62.603675,+13d13m03.8s,13.217711,14.08549,,,14.602,21.1,1.88,5970,4.16,,1.32
517,EPIC 210400751.01,K2-78 b,CONFIRMED,03h48m54.07s,57.225306,+13d29m00.8s,13.483545,2.29016,,,1.45,1.42,0.127,5729,4.51,,0.88
519,EPIC 210402237.01,K2-79 b,CONFIRMED,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,10.99573,,,2.61,3.69,0.329,5926,4.25,,1.28
520,EPIC 210403955.02,K2-80 c,CONFIRMED,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,5.605,,,1.54,1.47,0.131,5441,4.52,,0.87
521,EPIC 210403955.01,K2-80 b,CONFIRMED,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,19.0918,,,2.1,2.01,0.179,5441,4.52,,0.87
523,EPIC 210414957.01,,CANDIDATE,04h17m18.06s,64.325266,+13d48m17.4s,13.804842,0.96997227,,,,,,,,,
526,EPIC 210448987.01,K2-81 b,CONFIRMED,03h49m56.52s,57.485488,+14d30m07.9s,14.5022,6.10099028,,,,,,,,,
527,EPIC 210472483.01,,CANDIDATE,04h17m08.61s,64.285893,+14d56m11.0s,14.936378,1.1430018,,,,,,,,,
528,EPIC 210483889.01,K2-82 b,CONFIRMED,03h54m03.57s,58.514872,+15d08m13.7s,15.137152,7.195834,,,13.98,2.6,0.23,3415,5.14,,0.17
529,EPIC 210508766.01,K2-83 b,CONFIRMED,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,2.74697,,,2.68,1.244,0.111,3910,4.86,,0.42
530,EPIC 210508766.02,K2-83 c,CONFIRMED,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,10.00102551,,,,,,,,,
532,EPIC 210512842.01,,CANDIDATE,04h01m29.99s,60.374949,+15d37m30.1s,15.625037,5.86639571,,,,,,,,,
533,EPIC 210513446.01,,CANDIDATE,03h52m04.45s,58.018524,+15d38m07.0s,15.635284,1.14907861,,,,,,,,,
535,EPIC 210550063.01,,CANDIDATE,04h04m31.66s,61.131909,+16d13m00.1s,16.216694,2.16594452,,,,,,,,,
536,EPIC 210558622.01,,CANDIDATE,04h03m10.28s,60.792843,+16d20m50.8s,16.347447,19.5661401,,,,,,,,,
538,EPIC 210559259.01,,CANDIDATE,03h57m54.20s,59.475854,+16d21m27.7s,16.357698,14.27669647,,,,,,,,,
539,EPIC 210576234.01,,CANDIDATE,03h35m05.42s,53.772568,+16d36m55.3s,16.615369,15.97700259,,,,,,,,,
540,EPIC 210577548.01,K2-84 b,CONFIRMED,03h43m14.23s,55.809274,+16d38m04.4s,16.634549,6.4215,,,2.34,2.41,0.215,5652,4.48,,0.93
541,EPIC 210577548.02,K2-84 c,CONFIRMED,03h43m14.23s,55.809274,+16d38m04.4s,16.634549,27.86,,,1.98,2.03,0.181,5652,4.48,,0.93
542,EPIC 210598340.01,,CANDIDATE,03h47m28.49s,56.868728,+16d56m29.9s,16.94163,3.73478175,,,,,,,,,
543,EPIC 210605073.01,,CANDIDATE,04h22m29.59s,65.62329,+17d02m16.3s,17.037875,0.567055,85.7,5.7,0.1047,16.22,1.447,7020,4,0,1.42
544,EPIC 210609658.01,,CANDIDATE,03h42m52.04s,55.716836,+17d06m05.4s,17.1015,14.14459,,,5.71,16.6,1.48,5011,3.66,,2.69
545,EPIC 210625740.01,,CANDIDATE,04h04m00.46s,61.00193,+17d19m41.5s,17.328197,2.38669,,,11,3.5,0.31,3676,4.99,,0.29
546,EPIC 210659688.01,,CANDIDATE,03h42m19.32s,55.58048,+17d48m02.4s,17.800665,2.35771,,,10.4,3,0.27,3655,5.01,,0.27
547,EPIC 210666756.01,,CANDIDATE,03h53m44.60s,58.435825,+17d53m55.9s,17.898864,1.39657671,,,,,,,,,
549,EPIC 210707130.01,K2-85 b,CONFIRMED,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.68458757,,,,,,,,,
552,EPIC 210718708.01,K2-86 b,CONFIRMED,03h26m12.67s,51.5528,+18d38m08.2s,18.635616,8.77683,,,2.34,1.96,0.175,5482,4.58,,0.76
553,EPIC 210731500.01,K2-87 b,CONFIRMED,04h24m56.69s,66.236225,+18d49m38.7s,18.827418,9.72739,,,4.41,4.6,0.41,5406,4.47,,0.93
554,EPIC 210744674.01,,CANDIDATE,04h23m26.16s,65.859019,+19d01m39.0s,19.027495,25.2077883,,,,,,,,,
556,EPIC 210750726.01,K2-88 b,CONFIRMED,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,4.6122,,,4.36,1.23,0.11,3537,5.02,,0.26
559,EPIC 210754505.01,,CANDIDATE,04h18m34.78s,64.64493,+19d10m44.6s,19.179056,0.87052967,,,,,,,,,
560,EPIC 210769880.01,,CANDIDATE,04h10m07.91s,62.532946,+19d24m40.2s,19.411153,1.43689647,,,,,,,,,
562,EPIC 210838726.01,K2-89 b,CONFIRMED,03h48m16.01s,57.066715,+20d27m34.7s,20.459638,1.096026,,,1.76,0.615,0.055,3691,4.96,,0.32
563,EPIC 210843708.01,,CANDIDATE,03h51m09.36s,57.789012,+20d32m06.3s,20.53508,0.7041655,,,,,,,,,
564,EPIC 210877025.01,,CANDIDATE,03h46m33.89s,56.641225,+21d02m03.5s,21.034302,18.03895153,,,,,,,,,
567,EPIC 210903662.01,,CANDIDATE,04h00m12.26s,60.051087,+21d26m51.1s,21.447541,2.41040731,,,,,,,,,
568,EPIC 210925707.01,,CANDIDATE,03h48m28.93s,57.120544,+21d47m50.9s,21.79746,1.6865884,,,,,,,,,
571,EPIC 210957318.01,K2-30 b,CONFIRMED,03h29m22.07s,52.341962,+22d17m57.9s,22.299405,4.09803132,,,,,,,,,
572,EPIC 210958990.01,,CANDIDATE,04h11m00.96s,62.754015,+22d19m31.2s,22.325341,1.702301,,,13.69,19.1,1.7,6116,4.24,,1.28
573,EPIC 210961508.01,,CANDIDATE,03h59m40.82s,59.920104,+22d21m57.5s,22.365984,0.349935,81.8,3.4,0.0263,2.18,0.194,4925,3.42,-0.06,0.76
574,EPIC 210968143.02,K2-90 c,CONFIRMED,03h56m36.58s,59.152405,+22d28m21.5s,22.472632,2.90032,,,1.88,1.02,0.091,4136,4.79,,0.49
575,EPIC 210968143.01,K2-90 b,CONFIRMED,03h56m36.58s,59.152405,+22d28m21.5s,22.472632,13.71468745,,,,,,,,,
577,EPIC 211009047.01,,CANDIDATE,04h04m21.49s,61.089561,+23d07m04.2s,23.117842,1.31982263,,,,,,,,,
578,EPIC 211048999.01,,CANDIDATE,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,5.17110937,,,,,,,,,
580,EPIC 211077024.01,K2-91 b,CONFIRMED,04h12m52.33s,63.218062,+24d12m18.4s,24.205112,1.41929871,,,,,,,,,
582,EPIC 211089792.01,K2-29 b,CONFIRMED,04h10m40.96s,62.670647,+24d24m07.4s,24.402043,3.2591993,,,,,,,,,
583,EPIC 211147528.01,,CANDIDATE,03h58m35.32s,59.647171,+25d23m18.9s,25.388589,2.34951024,,,,,,,,,
585,EPIC 211152484.01,K2-92 b,CONFIRMED,04h00m16.77s,60.069895,+25d28m48.0s,25.48,0.701818,,,1.68,2.56,0.228,6098,4.17,,1.38
586,EPIC 211169300.01,,CANDIDATE,03h53m57.83s,58.490966,+25d47m50.4s,25.797325,16.43831081,,,,,,,,,
587,EPIC 211308899.01,,CANDIDATE,08h53m18.01s,133.325027,+10d01m47.0s,10.029715,6.423,,,1.9868,,,,,,
588,EPIC 211314705.01,,CANDIDATE,08h36m31.18s,129.129927,+10d08m50.2s,10.14728,3.794,,,3.1731,,,,,,
589,EPIC 211319617.01,,CANDIDATE,08h25m51.34s,126.463933,+10d14m49.1s,10.246968,8.866,,,3.2056,,,,,,
590,EPIC 211328748.01,,CANDIDATE,08h40m56.49s,130.235394,+10d25m20.6s,10.422378,17.178,,,1.4808,,,,,,
591,EPIC 211331236.01,,CANDIDATE,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,1.291626,,,,,,,,,
593,EPIC 211333233.01,,CANDIDATE,08h27m35.56s,126.898155,+10d30m23.6s,10.506562,5.409,,,1.3096,,,,,,
594,EPIC 211335816.01,,CANDIDATE,08h26m29.76s,126.624017,+10d33m19.4s,10.5554,4.99,,,4.3667,,,,,,
595,EPIC 211336616.01,,CANDIDATE,08h49m42.41s,132.42672,+10d34m14.0s,10.570543,44.13,,,2.0655,,,,,,
596,EPIC 211342524.01,,CANDIDATE,08h32m23.69s,128.098694,+10d40m38.1s,10.677239,14.4518248,,,,,,,,,
598,EPIC 211351816.01,EPIC 211351816 b,CONFIRMED,08h31m03.08s,127.762836,+10d50m51.3s,10.847586,8.406,,,2.3577,,,,,,
600,EPIC 211355342.01,,CANDIDATE,08h30m12.97s,127.554034,+10d54m37.1s,10.910294,6.89424037,,,,,,,,,
601,EPIC 211357309.01,,CANDIDATE,08h52m55.83s,133.23263,+10d56m41.0s,10.944721,0.46395,84,4.7,0.0186,0.85,0.076,3563,5,0.097,0.42
602,EPIC 211359660.01,,CANDIDATE,08h40m43.28s,130.180327,+10d58m58.6s,10.982941,4.73730765,,,,,,,,,
604,EPIC 211365543.01,,CANDIDATE,08h29m48.83s,127.453439,+11d05m08.4s,11.085656,5.264,,,0.9804,,,,,,
605,EPIC 211375488.01,,CANDIDATE,08h43m20.83s,130.836782,+11d14m53.2s,11.24812,2.084,,,4.8839,,,,,,
606,EPIC 211383821.01,,CANDIDATE,08h44m09.92s,131.041354,+11d23m07.8s,11.385502,1.56706496,,,,,,,,,
608,EPIC 211391664.01,EPIC 211391664 b,CONFIRMED,08h25m57.19s,126.488289,+11d30m40.1s,11.511145,10.13892836,,,,,,,,,
610,EPIC 211399359.01,,CANDIDATE,08h32m16.11s,128.067142,+11d37m50.6s,11.630727,3.11491262,,,,,,,,,
612,EPIC 211401787.01,,CANDIDATE,08h27m35.27s,126.896955,+11d40m02.9s,11.667474,13.773,,,1.5638,,,,,,
613,EPIC 211413752.01,,CANDIDATE,08h54m50.29s,133.709545,+11d50m53.8s,11.848265,9.33155684,,,,,,,,,
616,EPIC 211418729.01,,CANDIDATE,08h31m31.91s,127.882962,+11d55m20.2s,11.922265,11.38576954,,,,,,,,,
617,EPIC 211424769.01,,CANDIDATE,08h35m24.64s,128.852684,+12d00m41.9s,12.01165,5.176,,,5.9037,,,,,,
618,EPIC 211428897.01,,CANDIDATE,08h35m25.81s,128.857549,+12d04m33.0s,12.075844,1.611,,,2.2748,,,,,,
619,EPIC 211432103.01,,CANDIDATE,08h55m24.59s,133.852475,+12d07m36.0s,12.126656,0.93346092,,,,,,,,,
620,EPIC 211439059.01,,CANDIDATE,08h47m53.65s,131.97353,+12d13m54.9s,12.231904,18.641,,,1.6896,,,,,,
622,EPIC 211442297.01,,CANDIDATE,08h26m12.83s,126.553444,+12d16m55.0s,12.281936,20.27362337,,,,,,,,,
623,EPIC 211490999.01,,CANDIDATE,08h43m11.72s,130.798847,+13d00m34.5s,13.009593,9.844,,,2.8435,,,,,,
624,EPIC 211491383.01,,CANDIDATE,08h40m37.24s,130.155165,+13d00m52.8s,13.014676,4.144,,,0.8845,,,,,,
625,EPIC 211492449.01,,CANDIDATE,08h43m45.22s,130.938427,+13d01m49.6s,13.030436,16.24196986,,,,,,,,,
626,EPIC 211509553.01,,CANDIDATE,09h00m04.74s,135.019765,+13d16m25.9s,13.273871,20.359,,,18.1997,,,,,,
627,EPIC 211525389.01,,CANDIDATE,08h21m40.87s,125.420277,+13d29m51.1s,13.49753,8.26345949,,,,,,,,,
630,EPIC 211529065.01,,CANDIDATE,08h45m03.98s,131.266597,+13d32m59.4s,13.549833,4.39883617,,,,,,,,,
631,EPIC 211541590.01,,CANDIDATE,09h08m42.46s,137.176933,+13d43m27.4s,13.724288,9.81881482,,,,,,,,,
632,EPIC 211562654.01,,CANDIDATE,08h20m01.72s,125.00716,+14d01m10.1s,14.019461,10.7930529,,,,,,,,,
634,EPIC 211569704.01,,CANDIDATE,08h28m01.12s,127.004675,+14d07m10.6s,14.119618,34.023,,,1.7559,,,,,,
635,EPIC 211572511.01,,CANDIDATE,08h26m05.22s,126.521763,+14d09m26.1s,14.157244,10.39528014,,,,,,,,,
636,EPIC 211578235.01,,CANDIDATE,09h00m14.74s,135.061436,+14d14m15.2s,14.23756,11.00357542,,,,,,,,,
637,EPIC 211579112.01,,CANDIDATE,09h03m32.00s,135.883338,+14d15m01.9s,14.250527,17.703,,,8.0674,,,,,,
638,EPIC 211579683.01,,CANDIDATE,08h20m51.49s,125.21455,+14d15m31.2s,14.258666,9.01258853,,,,,,,,,
639,EPIC 211586387.01,,CANDIDATE,09h07m12.27s,136.801117,+14d21m19.7s,14.355476,35.383,,,3.0738,,,,,,
640,EPIC 211594205.01,,CANDIDATE,08h36m33.63s,129.140107,+14d27m43.0s,14.461936,16.99291698,,,,,,,,,
642,EPIC 211645912.01,,CANDIDATE,08h19m59.30s,124.997087,+15d10m40.4s,15.177895,10.673,,,1.6562,,,,,,
643,EPIC 211682423.01,,CANDIDATE,08h48m22.25s,132.092703,+15d40m44.1s,15.678911,6.96350934,,,,,,,,,
644,EPIC 211685045.01,,CANDIDATE,08h13m26.31s,123.359621,+15d42m49.5s,15.713759,0.769057,82.9,3.3,0.035,2.06,0.184,3832,4.9,-0.058,0.54
645,EPIC 211713099.01,,CANDIDATE,08h20m53.73s,125.223881,+16d05m27.4s,16.090947,8.56394776,,,,,,,,,
647,EPIC 211719484.01,,CANDIDATE,08h13m55.65s,123.48189,+16d10m41.0s,16.178066,0.36091387,,,,,,,,,
648,EPIC 211731298.01,,CANDIDATE,08h36m09.89s,129.041204,+16d20m37.3s,16.343693,1.99067602,,,,,,,,,
649,EPIC 211733267.01,,CANDIDATE,08h40m02.26s,130.009413,+16d22m20.7s,16.372406,8.65871336,,,,,,,,,
651,EPIC 211736671.01,,CANDIDATE,08h13m31.65s,123.381875,+16d25m10.6s,16.419609,4.73360988,,,,,,,,,
653,EPIC 211743874.01,,CANDIDATE,08h37m33.53s,129.389699,+16d31m19.6s,16.522103,12.281,,,1.5248,,,,,,
654,EPIC 211754962.01,,CANDIDATE,08h16m07.07s,124.029474,+16d40m37.8s,16.677163,3.41052823,,,,,,,,,
